html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,ror_id,parent,child,related,successor,predecessor
,,University of Eastern Pangasinan*en,active,education,,University of Eastern Pangasinan*en,UEP*en,https://uepbinalonan.edu.ph,,uepbinalonan.edu.ph,2005,,,,,,,Q136565009,Q136565009,Binalonan,Philippines,1725127,https://ror.org/02pc7hh67,,,,,
,,CICOSAT Colleges*en,active,education,,CICOSAT Colleges*en,,https://cicosat.edu.ph,,cicosat.edu.ph,,,,,,,,,,San Fernando,Philippines,1690033,https://ror.org/04w43yr82,,,,,
,,Data Center College of the Philippines of Laoag City*en,active,education,"Data Center College of the Philippines of Laoag City, Inc.*en",Data Center College of the Philippines of Laoag City*en,,https://dccplcinc.wixsite.com/datacenterlaoag,,,,,,,,,,,,Laoag City,Philippines,1707404,https://ror.org/04ayrvc90,,,,,
,,Divine Word College of Laoag*en,active,education,Saint William's College*en,Divine Word College of Laoag*en,,http://www.dwcl.edu.ph,,dwcl.edu.ph,1946,,,,,0000 0004 0639 5787,0000 0004 0639 5787,Q5284148,Q5284148,Laoag,Philippines,1707404,https://ror.org/05ajt5a78,,,,,
,,Lorma Colleges*en,active,education,,Lorma Colleges*en,,https://lormacolleges.com/,,lormacolleges.com,1970,,,,,,,Q12967354,Q12967354,San Fernando,Philippines,1690033,https://ror.org/027r46638,,,,,
,,Metro-Dagupan Colleges*en,active,education,Metro Dagupan Colleges*en,Metro-Dagupan Colleges*en,MDC*en,https://metrodagupancolleges.edu.ph,,metrodagupancolleges.edu.ph,,,,,,,,,,Mangaldan,Philippines,1701872,https://ror.org/02bve3d36,,,,,
,,Northern Christian College*en,active,education,"Northern Christian College, Inc.*en",Northern Christian College*en,NCC*en,https://ncc.edu.ph,,ncc.edu.ph,1946,,,,,0000 0004 0470 2544,0000 0004 0470 2544,,,Laoag,Philippines,1707404,https://ror.org/00yeh0s07,,,,,
,,"Northern Philippines College for Maritime, Science and Technology*en",active,education,"Northern Philippines College for Maritime, Science and Technology, Inc.*en; Northern Philippines College for Maritime Science and Technology*en","Northern Philippines College for Maritime, Science and Technology*en",NPCMST*en,http://npcmst.edu.ph,,npcmst.edu.ph,,,,,,,,,,San Fernando,Philippines,1690033,https://ror.org/03pa9ws16,,,,,
,,Osias Educational Foundation*en,active,education,Osias Educational Foundation Inc.*en;Osias Colleges*en,Osias Educational Foundation*en,OEF*en,https://osiaseducationalfoundation.edu.ph,,osiaseducationalfoundation.edu.ph,1947,,,,,,,,,Balaoan,Philippines,1728439,https://ror.org/021760080,,,,,
,,Panpacific University*en,active,education,Panpacific University North Philippines*en,Panpacific University*en,,http://www.panpacificu.edu.ph,,panpacificu.edu.ph,,,,,,,,Q101072799,Q101072799,Urdaneta,Philippines,1680197,https://ror.org/03jejcq97,,,,,
,,Panpacific University North Philippines-Tayug*en,active,education,PUNP Tayug Campus*en;Panpacific University North Philippines - Tayug Campus*en,Panpacific University North Philippines-Tayug*en,PUNP*en,https://punp.edu.ph/punptayugcampus,,punp.edu.ph;punptayug.edu.ph,,,,,,,,,,Tayug,Philippines,1682574,https://ror.org/04y1s0533,,,,,
,,PHINMA-Upang College Urdaneta*en,active,education,,PHINMA-Upang College Urdaneta*en,,https://up.phinma.edu.ph,,up.phinma.edu.ph,2015,,,,,,,,,Urdaneta,Philippines,1680197,https://ror.org/01a62ps65,,,https://ror.org/0549zdk35,,
,,St. Paul College of Ilocos Sur*en,active,education,Saint Paul College of Ilocos Sur*en,St. Paul College of Ilocos Sur*en,SPCIS*en,https://spcis.edu.ph,,spcis.edu.ph,1905,,,,,,,Q17021341,Q17021341,Bantay,Philippines,1727052,https://ror.org/03j5m6223,,,,,
,,San Carlos College*en,active,education,,San Carlos College*en,,http://www.sancarloscollege.edu.ph,,sancarloscollege.edu.ph,,,,,,,,,,San Carlos City,Philippines,1690206,https://ror.org/00cq9yz88,,,,,
,,STI College Vigan*en,active,education,STI College-Vigan*en,STI College Vigan*en,,https://www.sti.edu/campuses/vigan,,,,,,,,,,,,Vigan City,Philippines,1679980,https://ror.org/05g6ntj32,,,,,
,,Universidad de Dagupan*es,active,education,Colegio de Dagupan*es,Universidad de Dagupan*es,UdD*es,https://udd.edu.ph,,udd.edu.ph,1984,,,,,0000 0004 0470 1920,0000 0004 0470 1920,,,Dagupan,Philippines,1716198,https://ror.org/02san7w19,,,,,
,,WCC Aeronautical & Technological College*en,active,education,,WCC Aeronautical & Technological College*en; WCC Aeronautical and Technological College*en,WCC-ATC*en,https://www.wccaviation.com,,wccaviation.com,2008,,,,,,,,,Binalonan,Philippines,1725127,https://ror.org/00aas8878,,,,,
,,Pangasinan State University-Alaminos City*en,active,education,Pangasinan State University Alaminos Campus*en;PSU-Alaminos City Campus*en;Alaminos City Campus*en,Pangasinan State University-Alaminos City*en,PSU-ACC*en,https://alaminos.psu.edu.ph,,alaminos.psu.edu.ph,2010,,,,,,,,,Alaminos,Philippines,1731685,https://ror.org/04kpwgd95,https://ror.org/01jdzvf98,,,,
,,Pangasinan State University-Asingan*en,active,education,Pangasinan State University Asingan Campus*en;PSU-Asingan Campus*en,Pangasinan State University-Asingan*en,PSU-AC*en,https://asingan.psu.edu.ph,,asingan.psu.edu.ph,1978,,,,,,,,,Asingan,Philippines,1730070,https://ror.org/02g6dk290,https://ror.org/01jdzvf98,,,,
,,Pangasinan State University-Bayambang*en,active,education,Pangasinan State University Bayambang Campus*en; PSU Bayambang*en,Pangasinan State University-Bayambang*en,,https://bayambang.psu.edu.ph,,bayambang.psu.edu.ph,1922,,,,,,,,,Bayambang,Philippines,1725863,https://ror.org/02w0xdt81,https://ror.org/01jdzvf98,,,,
,,Pangasinan State University-Binmaley*en,active,education,Pangasinan State University Binmaley Campus*en,Pangasinan State University-Binmaley*en,,https://binmaley.psu.edu.ph/,,binmaley.psu.edu.ph,1979,,,,,,,,,Binmaley,Philippines,1724956,https://ror.org/02n258f60,https://ror.org/01jdzvf98,,,,
,,Pangasinan State University-Infanta*en,active,education,,Pangasinan State University-Infanta*en; Pangasinan State University Infanta Campus*en,,https://infanta.psu.edu.ph/,,infanta.psu.edu.ph,1981,,,,,,,,,Infanta,Philippines,1710744,https://ror.org/00wdff694,https://ror.org/01jdzvf98,,,,
,,Pangasinan State University-San Carlos City*en,active,education,Pangasinan State University San Carlos Campus*en,Pangasinan State University-San Carlos City*en,,https://sancarlos.psu.edu.ph/,,,1978,,,,,,,,,San Carlos City,Philippines,1690206,https://ror.org/03h00gm57,https://ror.org/01jdzvf98,,,,
,,Isabela Colleges*en,active,education,"Isabela Colleges, Inc.*en",Isabela Colleges*en,,,,,,,,,,,,,,Cauayan,Philippines,1718796,https://ror.org/04c3q5v49,,,,,
,,Our Lady of the Pillar College-Cauayan*en,active,education,,Our Lady of the Pillar College-Cauayan*en,OLPCC*en,http://www.olpcc.edu.ph,,olpcc.edu.ph,,,,,,,,,,Cauayan,Philippines,1718796,https://ror.org/04j2myh40,,,,,
,,PLT College*en,active,education,,PLT College*en,,http://www.pltcollege.educ.ph,,pltcollege.educ.ph,,,,,,,,,,Bayombong,Philippines,1725729,https://ror.org/042hw0s79,,,,,
,,Quezon Colleges of the North*en,active,education,,Quezon Colleges of the North*en,,,,,,,,,,,,,,Ballesteros,Philippines,1727962,https://ror.org/04ttkmd95,,,,,
,,International School of Asia and the Pacific*en,active,education,,International School of Asia and the Pacific*en,ISAP*en,https://isap.edu.ph,,isap.edu.ph,1998,,,,,,,,,Peñablanca,Philippines,1694089,https://ror.org/033he6w89,,,https://ror.org/000nbj923,,
,,AMA Computer College-Santiago City*en,active,education,AMA Computer College-Santiago Campus*en,AMA Computer College-Santiago City*en,,https://www.amaes.edu.ph,,amaes.edu.ph,,,,,,,,,,Santiago,Philippines,1687801,https://ror.org/05p9am364,https://ror.org/001r73k91,,,,
,,Cagayan Valley Computer and Information Technology College*en,active,education,,Cagayan Valley Computer and Information Technology College*en,CVCITC*en,https://cvcitc.edu.ph,,cvcitc.edu.ph,,,,,,,,,,Santiago,Philippines,1687801,https://ror.org/05ycvxa32,,,,,
,,King's College of the Philippines-Bambang*en,active,education,,King's College of the Philippines-Bambang*en,KCP*en,https://kcpbambangnviz.wixsite.com/kcp-bambang-edu,,,,,,,,,,,,Bambang,Philippines,1727663,https://ror.org/04a0rc140,,,,,
,,HGBaquiran College*en,active,education,"HGBaquiran College, Inc.*en;HGB College*en",HGBaquiran College*en,HGBC*en,,,,2005,,,,,,,,,Tumauini,Philippines,1680753,https://ror.org/01pt45566,,,,,
,,Northeast Luzon Adventist College*en,active,education,"Northeast Luzon Adventist College, Inc.*en",Northeast Luzon Adventist College*en,,https://nelacollege.edu.ph,,nelacollege.edu.ph,1948,,,,,,,,,Alicia,Philippines,1731486,https://ror.org/050ykxt76,,,,,
,,Batanes State College*en,active,education,,Batanes State College*en,,http://www.bscbatanes.edu.ph,,bscbatanes.edu.ph,2004,,,,,,,Q4868573,Q4868573,Basco,Philippines,1726449,https://ror.org/02jdx2448,,,,,
,,Cagayan State University-Gonzaga*en,active,education,CSU Gonzaga*en,Cagayan State University-Gonzaga*en,,https://gonzaga.csu.edu.ph,,gonzaga.csu.edu.ph,,,,,,,,,,Gonzaga,Philippines,1712751,https://ror.org/03m4gta92,https://ror.org/05ms4pv23,,,,
,,Cagayan State University-Lasam*en,active,education,,Cagayan State University-Lasam*en,,,,,,,,,,,,,,Lasam,Philippines,1707204,https://ror.org/04dzxe855,https://ror.org/05ms4pv23,,,,
,,Cagayan State University-Sanchez Mira*en,active,education,,Cagayan State University-Sanchez Mira*en,CSU-SM*en,https://www.csusm.edu.ph,,csusm.edu.ph,1978,,,,,,,,,Sanchez-Mira,Philippines,1690194,https://ror.org/01eh6vd77,https://ror.org/05ms4pv23,,,,
,,Isabela State University-Cabagan*en,active,education,Isabela State University Cabagan Campus*en,Isabela State University-Cabagan*en,,http://www.isucabagan.edu.ph,,isucabagan.edu.ph,1978,,,,,,,,,Cabagan,Philippines,1722005,https://ror.org/0260d7037,https://ror.org/03c336h16,,,,
,,Isabela State University-Ilagan Campus*en,active,education,ISU Ilagan Campus*en;ISU-Ilagan*en,Isabela State University-Ilagan Campus*en,,https://isu-ilagan.edu.ph/,,isu-ilagan.edu.ph,1978,,,,,,,,,City of Ilagan,Philippines,1711146,https://ror.org/021zvwj82,https://ror.org/03c336h16,,,,
,,Isabela State University-Jones Campus*en,active,education,,Isabela State University-Jones Campus*en,,,,,,,,,,,,,,Jones,Philippines,1710122,https://ror.org/03q1dfv09,https://ror.org/03c336h16,,,,
,,Isabela State University-Roxas Campus*en,active,education,,Isabela State University-Roxas Campus*en,ISU-Roxas*en,https://isuroxas.edu.ph,,isuroxas.edu.ph,,,,,,,,,,Roxas,Philippines,1691441,https://ror.org/03xnwfx97,https://ror.org/03c336h16,,,,
,,Quirino State University - Cabarroguis*en,active,education,,Quirino State University - Cabarroguis*en,,https://qsu.edu.ph,,qsu.edu.ph,,,,,,,,,,Cabarroguis,Philippines,1721777,https://ror.org/00n2hza82,https://ror.org/03sdprd87,,,,
,,Gordon College*en,active,education,Olongapo City Colleges*en,Gordon College*en,GC*en,https://gordoncollege.edu.ph,,gordoncollege.edu.ph,1999,,,,,,,Q5585008,Q5585008,Olongapo City,Philippines,1697175,https://ror.org/001536j10,,,,,
,,Kolehiyo ng Subic*tl,active,education,,Kolehiyo ng Subic*tl,,https://kolehiyongsubic.edu.ph,,kolehiyongsubic.edu.ph,,,,,,,,,,Subic,Philippines,1685577,https://ror.org/0447dwp30,,,,,
,,Eduardo L. Joson Memorial College*en,active,education,,Eduardo L. Joson Memorial College*en,ELJMC*en,https://eljmc.weebly.com,,eljmc.weebly.com,2005,,,,,,,,,Palayan City,Philippines,1696165,https://ror.org/046qpn138,,,,,
,,Norzagaray College*en,active,education,,Norzagaray College*en,,https://norzagaraycollege.edu.ph,,norzagaraycollege.edu.ph,2006,,,,,,,,,Norzagaray,Philippines,1697497,https://ror.org/053yj9y55,,,,,
,,City College of San Fernando*en,active,education,City College of San Fernando Pampanga*en,City College of San Fernando*en,CCSFP*en,https://citycollegeofsanfernando.edu.ph,,citycollegeofsanfernando.edu.ph,2008,,,,,,,,,San Fernando City,Philippines,1690039,https://ror.org/005vy1778,,,,,
,,Baliwag Polytechnic College*en,active,education,,Baliwag Polytechnic College*en,BTECH*en,https://btech.edu.ph,,btech.edu.ph,2008,,,,,,,,,Baliuag,Philippines,1727995,https://ror.org/00s8hrf21,,,,,
,,Polytechnic College of Botolan*en,active,education,Botolan Community College*en;BCC*en,Polytechnic College of Botolan*en,PCB*en,https://pcb.edu.ph,,pcb.edu.ph,2009,,,,,,,,,Botolan,Philippines,1723822,https://ror.org/00ex3bk07,,,,,
,,City College of San Jose del Monte*en,active,education,,City College of San Jose del Monte*en,CCSJDM*en,https://ccsjdm.com,,ccsjdm.com,2017,,,,,,,,,San Jose del Monte,Philippines,1689395,https://ror.org/04ebtmm92,,,,,
,,Central Luzon College of Science and Technology-Olongapo City*en,active,education,CELTECH College*en,Central Luzon College of Science and Technology-Olongapo City*en,,http://www.clcst.edu.ph,,clcst.edu.ph,,,,,,,,,,Olongapo City,Philippines,1697175,https://ror.org/05ff0kr33,,,,,
,,Centro Escolar University Malolos*en,active,education,,Centro Escolar University Malolos*en,CEU*en,https://malolos.ceu.edu.ph,,,1978,,,,,,,,,Malolos,Philippines,1702540,https://ror.org/04902yf09,https://ror.org/04janbd12,,,,
,,College of the Immaculate Conception*en,active,education,,College of the Immaculate Conception*en,CIC*en,http://www.cic.edu.ph,,cic.edu.ph,1926,,,,,0000 0004 6882 5260,0000 0004 6882 5260,,,Cabanatuan City,Philippines,1721906,https://ror.org/03ajej986,,,,,
,,"Core Gateway College, Inc.*en",active,education,Core Gateway College*en;Colleges of the Republic*en,"Core Gateway College, Inc.*en",CGCI*en,https://cgci.edu.ph,,cgci.edu.ph,1948,,,,,,,Q5170165,Q5170165,San Jose City,Philippines,1689431,https://ror.org/027gkkf72,,,,,
,,World Citi Colleges Guimba Campus*en,active,education,"World Citi Colleges - Guimba, Inc.*en",World Citi Colleges Guimba Campus*en,,https://worldciti.edu.ph,,worldciti.edu.ph,2010,,,,,,,,,Guimba,Philippines,1712488,https://ror.org/02ttv1844,,,,,
,,"Dominican College of Tarlac, Inc.*en",active,education,San Nicolas Academy*en; Dominican School*en,"Dominican College of Tarlac, Inc.*en; Dominican College of Tarlac*en",DCT*en,https://dct.edu.ph,,dct.edu.ph,1947,,,,,,,,,Capas,Philippines,1718722,https://ror.org/02r6sz736,,,,,
,,"Dr. Yanga's Colleges, Inc.*en",active,education,Francisco Balagtas Academy*en,"Dr. Yanga's Colleges, Inc.*en",DYCI*en,https://dyci.edu.ph,,dyci.edu.ph,1950,,,,,,,,,Bocaue,Philippines,1724489,https://ror.org/01y6rer16,,,,,
,,Good Samaritan Colleges*en,active,education,The Good Samaritan Colleges*en,Good Samaritan Colleges*en,GSC*en,http://www.goodsam.edu.ph,,goodsam.edu.ph,1973,,,,,,,,,Cabanatuan City,Philippines,1721906,https://ror.org/01e3deq84,,,https://ror.org/045dhqd98,,
,,Guagua National Colleges*en,active,education,,Guagua National Colleges*en,GNC*en,http://www.gnc.edu.ph,,gnc.edu.ph,1918,,,,,,,Q5613292,Q5613292,Guagua,Philippines,1712627,https://ror.org/0094cg067,,,,,
,,"Holy Cross College Sta. Rosa, N.E., Inc.*en",active,education,,"Holy Cross College Sta. Rosa, N.E., Inc.*en",HCC*en,https://holycross.edu.ph,,holycross.edu.ph,1946,,,,,,,,,Santa Rosa,Philippines,1687888,https://ror.org/025rfyb47,,,,,
,,"Holy Cross Colleges, Inc.*en",active,education,,"Holy Cross Colleges, Inc.*en; Holy Cross College Pampanga*en",HCCP*en,http://www.holycrosscollegepampanga.edu.ph,,holycrosscollegepampanga.edu.ph,1945,,,,,,,,,Santa Ana,Philippines,1688398,https://ror.org/02p4e5p26,,,,,
,,Jesus Is Lord Colleges Foundation*en,active,education,,Jesus Is Lord Colleges Foundation*en,JILCF*en,http://www.jilcf.edu.ph,,jilcf.edu.ph,,,,,,,,,,Bocaue,Philippines,1724489,https://ror.org/03j84hd39,,,,,
,,Manuel V. Gallego Foundation Colleges*en,active,education,,Manuel V. Gallego Foundation Colleges*en,MVGFC*en;MVGFCI*en,https://mvgallego.edu.ph,,mvgallego.edu.ph,1960,,,,,,,,,Cabanatuan City,Philippines,1721906,https://ror.org/05jwfe064,,,,,
,,"Meycauayan College, Inc.*en",active,education,Meycauayan College*en;Meycauayan Institute*en,"Meycauayan College, Inc.*en",,http://www.meycauayancollege.edu.ph,,meycauayancollege.edu.ph,1925,,,,,,,Q12963126,Q12963126,Meycauayan,Philippines,1699802,https://ror.org/047b9z909,,,,,
,,"Osias Colleges, Inc.*en",active,education,Osias Colleges*en,"Osias Colleges, Inc.*en",,https://osiascolleges.edu.ph,,osiascolleges.edu.ph,1949,,,,,,,,,Tarlac City,Philippines,1682812,https://ror.org/05cxbwm52,,,,,
,,St. Mary's College of Meycauayan*en,active,education,Saint Mary's College of Meycauayan*en,St. Mary's College of Meycauayan*en,SMCM*en,http://www.smcm.edu.ph,,smcm.edu.ph,1916,,,,,,,Q7590250,Q7590250,Meycauayan,Philippines,1699802,https://ror.org/035a0rv24,,,,,
,,Northern Zambales College*en,active,education,"Northern Zambales College, Inc.*en",Northern Zambales College*en,NZC*en,https://nzccjed.weebly.com,,nzccjed.weebly.com,,,,,,,,,,Masinloc,Philippines,1700665,https://ror.org/03eqedq43,,,,,
,,Maritime Academy of Asia and the Pacific*en,active,education,,Maritime Academy of Asia and the Pacific*en,MAAP*en,https://www.maap.edu.ph,,maap.edu.ph,1998,,,,,,,Q712006,Q712006,Mariveles,Philippines,1700868,https://ror.org/047nvrh27,,,,,
,,Asia Pacific College of Advanced Studies*en,active,education,"Asia Pacific College of Advanced Studies, Inc.*en;Asia Pacific Academy of Bataan*en",Asia Pacific College of Advanced Studies*en,APCAS*en,https://www.apcas.education,,apcas.education,1999,,,,,,,,,Balanga,Philippines,1728523,https://ror.org/0160f4y02,,,,,
,,College of Mary Immaculate*en,active,education,,College of Mary Immaculate*en,CMI*en,https://collegeofmaryimmaculate.edu.ph,,collegeofmaryimmaculate.edu.ph,,,,,,,,,,Pandi,Philippines,1695462,https://ror.org/01yttbc29,,,,,
,,St. Mary's College of Baliuag*en,active,education,Saint Mary's College of Baliuag*en; St. Mary's College of Baliuag Inc.*en,St. Mary's College of Baliuag*en,SMCB*en,http://www.smcbaliuag.edu.ph,,smcbaliuag.edu.ph,1912,,,,,,,Q7590246,Q7590246,Baliuag,Philippines,1727995,https://ror.org/02wfk3f12,,,,,
,,Mary the Queen College (Pampanga)*en,active,education,,Mary the Queen College (Pampanga)*en; Dalubhasaang Maria ang Reyna*tl,MQC*en,http://www.mqc.edu.ph,,mqc.edu.ph,2003,,,,,,,,,Guagua,Philippines,1712627,https://ror.org/016dfqb04,,,,,
,,The Manila Times College of Subic*en,active,education,,The Manila Times College of Subic*en,TMTCS*en,https://tmtc.edu.ph,,tmtc.edu.ph,2008,,,,,,,,,Olongapo City,Philippines,1697175,https://ror.org/0226dv744,,,,,
,,St. Nicolas College of Business and Technology*en,active,education,St. Nicolas College*en,St. Nicolas College of Business and Technology*en,SNC*en,https://snc.edu.ph,,snc.edu.ph,2004,,,,,,,,,San Fernando City,Philippines,1690039,https://ror.org/012q6y271,,,,,
,,College of Our Lady of Mt. Carmel (Pampanga)*en,active,education,College of Our Lady of Mt. Carmel*en,College of Our Lady of Mt. Carmel (Pampanga)*en,COLMC*en,https://colmc.edu.ph,,colmc.edu.ph,2005,,,,,,,,,City of San Fernando,Philippines,1690039,https://ror.org/00ejdkx02,,,,,
,,Colegio de Calumpit Inc.*es,active,education,Calumpit Institute*en,Colegio de Calumpit Inc.*es,CCI*es,https://cdci.edu.ph,,cdci.edu.ph,1947,,,,,,,,,Calumpit,Philippines,1720034,https://ror.org/04qqcn385,,,,,
,,Liceo de Pulilan Colleges*en,active,education,"Liceo de Pulilan Colleges, Inc.*en",Liceo de Pulilan Colleges*en,,,,,,,,,,,,,,Pulilan,Philippines,1692565,https://ror.org/0230k8d51,,,,,
,,Our Lady of Sacred Heart College of Guimba*en,active,education,Our Lady of the Sacred Heart College of Guimba*en,Our Lady of Sacred Heart College of Guimba*en,OLSHCO*en,,,,,,,,,,,,,Guimba,Philippines,1712488,https://ror.org/04dec2x70,,,,,
,,Santa Rita College of Pampanga*en,active,education,,Santa Rita College of Pampanga*en,,,,,,,,,,,,,,Santa Rita,Philippines,1687936,https://ror.org/03zkf1968,,,,,
,,Colegio de Sebastian-Pampanga*es,active,education,"Colegio de Sebastian – Pampanga, Inc.*es",Colegio de Sebastian-Pampanga*es,,http://www.cds.edu.ph,,cds.edu.ph,,,,,,,,,,San Fernando City,Philippines,1690039,https://ror.org/04jth4n38,,,,,
,,"College of Our Lady of Mercy of Pulilan Foundation, Inc.*en",active,education,,"College of Our Lady of Mercy of Pulilan Foundation, Inc.*en",COLM*en,http://www.colm.edu.ph,,colm.edu.ph,2006,,,,,,,,,Pulilan,Philippines,1692565,https://ror.org/02z3bs867,,,,,
,,Immaculate Conception I-College of Arts and Technology*en,active,education,Immaculate Conception I College of Arts and Technology*en,Immaculate Conception I-College of Arts and Technology*en,,,,,,,,,,,,,,Santa Maria,Philippines,1688042,https://ror.org/00c2v9e45,,,,,
,,Richwell Colleges*en,active,education,"Richwell Colleges, Incorporated*en",Richwell Colleges*en,,,,richwellcolleges.com.ph,,,,,,,,,,Plaridel,Philippines,1693239,https://ror.org/01v6aek25,,,,,
,,Araullo University-San Jose Campus*en,active,education,Phinma Araullo University - San Jose Campus*en,Araullo University-San Jose Campus*en,,,,,,,,,,,,,,San Jose City,Philippines,1689431,https://ror.org/019fd0v20,https://ror.org/02htv7m79,,,,
,,NU Clark*en,active,education,,NU Clark*en,,https://national-u.edu.ph/nu-clark,,,,,,,,,,,,Mabalacat City,Philippines,1704703,https://ror.org/04eezbc41,https://ror.org/000a8qk84,,,,
,,Bataan Peninsula State University-Dinalupihan*en,active,education,,Bataan Peninsula State University-Dinalupihan*en,,,,,2007,,,,,,,,,Dinalupihan,Philippines,1714766,https://ror.org/02hvxpn15,https://ror.org/018gzjd49,,,,
,,Bataan Peninsula State University-Abucay*en,active,education,,Bataan Peninsula State University-Abucay*en,,,,,,,,,,,,,,Abucay,Philippines,1732354,https://ror.org/01fg9m133,https://ror.org/018gzjd49,,,,
,,Bulacan State University-San Jose del Monte*en,active,education,,Bulacan State University-San Jose del Monte*en; Bulacan State University-Sarmiento Campus*en,,http://www.bulsu.edu.ph,,,1998,,,,,,,,,San Jose del Monte,Philippines,1689395,https://ror.org/040kdtp69,https://ror.org/01c5aqg65,,,,
,,Polytechnic University of the Philippines-Mariveles*en,active,education,,Polytechnic University of the Philippines-Mariveles*en; PUP Bataan Campus*en,,https://www.pup.edu.ph/bataan/,,,1976,,,,,,,,,Mariveles,Philippines,1700868,https://ror.org/04mt1yp95,https://ror.org/00e7vmq69,,,,
,,President Ramon Magsaysay State University-Botolan*en,active,education,,President Ramon Magsaysay State University-Botolan*en,,,,,1993,,,,,,,,,Botolan,Philippines,1723822,https://ror.org/00gs8sj29,https://ror.org/0150mxn38,,,,
,,President Ramon Magsaysay State University-Masinloc*en,active,education,,President Ramon Magsaysay State University-Masinloc*en,,https://prmsu.edu.ph,,,2002,,,,,,,,,Masinloc,Philippines,1700665,https://ror.org/01dyf3f85,https://ror.org/0150mxn38,,,,
,,Tarlac Agricultural University*en,active,education,Tarlac College of Agriculture*en,Tarlac Agricultural University*en,TAU*en,https://www.tau.edu.ph,,tau.edu.ph,1944,,,,,,,,,Camiling,Philippines,1719683,https://ror.org/014209x62,,,,,
,,President Ramon Magsaysay State University-San Marcelino*en,active,education,,,,https://prmsu.edu.ph,,prmsu.edu.ph,1927,,,,,,,,,San Marcelino,Philippines,1689099,https://ror.org/05cm92e76,https://ror.org/0150mxn38,,,,
,,Aurora State College of Technology*en,active,education,,Aurora State College of Technology*en; Kolehiyong Pampamahalaan sa Teknolohiya ng Aurora*tl,ASCOT*en,https://ascot.edu.ph,,ascot.edu.ph,1993,,,,,,,Q4822613,Q4822613,Baler,Philippines,1728264,https://ror.org/02en6hh83,,,,,
,,Philippine Merchant Marine Academy*en,active,education,,Philippine Merchant Marine Academy*en,PMMA*en,https://pmma.edu.ph,,pmma.edu.ph,1820,,,,,,,Q7185162,Q7185162,San Narciso,Philippines,1688912,https://ror.org/04884x761,,,,,
,,Polytechnic University of the Philippines-Pulilan*en,active,education,PUP Pulilan*en,Polytechnic University of the Philippines-Pulilan*en,,https://www.pup.edu.ph/pulilan/,,,2000,,,,,,,Q17085947,Q17085947,Pulilan,Philippines,1692565,https://ror.org/05bpfj646,https://ror.org/00e7vmq69,,,,
,,Polytechnic University of the Philippines-Sta. Maria Bulacan*en,active,education,"PUP Sta. Maria, Bulacan Campus*en",Polytechnic University of the Philippines-Sta. Maria Bulacan*en,,https://www.pup.edu.ph/stamaria/,,,,,,,,,,,,Santa Maria,Philippines,1688042,https://ror.org/04q3k1e49,https://ror.org/00e7vmq69,,,,
,,Bulacan State University-San Rafael Campus*en,active,education,,Bulacan State University-San Rafael Campus*en,,http://www.bulsu.edu.ph,,,2022,,,,,,,,,San Rafael,Philippines,1688642,https://ror.org/03kya6362,https://ror.org/01c5aqg65,,,,
,,Kolehiyo ng Lungsod ng Lipa*tl,active,education,Lipa City Public College*en,Kolehiyo ng Lungsod ng Lipa*tl,KLL*tl,https://kllschool.weebly.com,,kllschool.weebly.com,1994,,,,,,,,,Lipa City,Philippines,1706090,https://ror.org/050w7hq66,,,,,
,,Pamantasan ng Lungsod ng San Pablo*tl,active,education,Dalubhasaan ng Lungsod ng San Pablo*tl,Pamantasan ng Lungsod ng San Pablo*tl,PLSP*tl;DLSP*tl,https://dlsp.edu.ph,,dlsp.edu.ph,1997,,,,,,,,,San Pablo City,Philippines,1688830,https://ror.org/02ke65n76,,,,,
,,Laguna University*en,active,education,,Laguna University*en,LU*en,http://www.lu.edu.ph,,lu.edu.ph,2006,,,,,,,,,Santa Cruz,Philippines,1688253,https://ror.org/00w558n66,,,,,
,,Colegio ng Lungsod ng Batangas*tl,active,education,Pamantasan ng Lungsod ng Batangas*tl,Colegio ng Lungsod ng Batangas*tl,CLB*tl,https://clb.edu.ph,,clb.edu.ph,2005,,,,,,,,,Batangas City,Philippines,1726280,https://ror.org/04wmqjj40,,,,,
,,San Mateo Municipal College*en,active,education,,San Mateo Municipal College*en,SMMC*en,http://www.smmc.edu.ph,,smmc.edu.ph,,,,,,,,,,San Mateo,Philippines,1689056,https://ror.org/055jaaa49,,,,,
,,Antipolo Institute of Technology*en,active,education,,Antipolo Institute of Technology*en,AITECH*en,https://aitech.edu.ph,,aitech.edu.ph,2014,,,,,,,,,Antipolo City,Philippines,1730501,https://ror.org/04s117250,,,,,
,,Tanauan City College*en,active,education,,Tanauan City College*en,TCC*en,,,,,,,,,,,,,Tanauan,Philippines,1683340,https://ror.org/0244p6h40,,,,,
,,Kolehiyo ng Lungsod ng Dasmariñas*tl,active,education,,Kolehiyo ng Lungsod ng Dasmariñas*tl,KLD*tl,https://kld.edu.ph,,kld.edu.ph,2021,,,,,,,,,Dasmariñas,Philippines,1715430,https://ror.org/01pf3cx54,,,,,
