html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,ror_id,parent,child,related,successor,predecessor
,,Kizilsu Vocational Technical College*en,,education,,克孜勒苏职业技术学院*zh; Kizilsu Vocational Technical College*en,,http://www.kzvtc.edu.cn/,,kzvtc.edu.cn,2019,,,,,,,Q112677494,Q112677494,Artux,China,1281743,,,,,,
,,Xinjiang Science & Information Vocational Technical College*en,,education,Xinjiang Kexin Vocational and Technical College,新疆科信职业技术学院*zh; Xinjiang Science & Information Vocational Technical College*en,,,,,2016,,,,,,,Q112677495,Q112677495,Ürümqi,China,1529102,,,,,,
,,Altay Vocational and Technical College*en,,education,阿勒泰职院,阿勒泰职业技术学院*zh; Altay Vocational and Technical College*en,,https://www.altzyxy.com/,,altzyxy.com,2019,,,,,,,Q112677496,Q112677496,,China,1529651,,,,,,
,,Tacheng Vocational and Technical College*en,,education,,塔城职业技术学院*zh; Tacheng Vocational and Technical College*en; Tacheng Vocational Technical College,,https://www.xjtcvtc.cn/,,xjtcvtc.cn,2020,,,,,,,Q112677499,Q112677499,Tacheng,China,1529167,,,,,,
,,Tarim Vocational and Technical College*en,,education,,塔里木职业技术学院*zh; Tarim Vocational and Technical College*en,,https://www.tlmzy.com/,,tlmzy.com,2020,,,,,,,Q112677500,Q112677500,Aral,China,1529641,,,,,,
,,Xinjiang Industrial Vocational and Technical College*en,,education,,新疆工业职业技术学院*zh; Xinjiang Industrial Vocational and Technical College*en,,,,,2015,,,,,,,Q112677501,Q112677501,Ürümqi,China,1529102,,,,https://ror.org/01mj1ap13,,
,,Tiemenguan Vocational and Technical College*en,,education,,铁门关职业技术学院*zh; Tiemenguan Vocational and Technical College*en,,https://tmgxy.edu.cn/,,tmgxy.edu.cn,,,,,,,,Q112677502,Q112677502,Tiemenguan,China,1529132,,,,,,
,,Xinjiang Judicial Police Vocational College*en,,education,,新疆司法警官职业学院*zh; Xinjiang Judicial Police Vocational College*en,,,,,2023,,,,,,,Q126818342,Q126818342,Ürümqi,China,1529102,,,,,,
,,Aksu Industry Polytechnic College*en,,education,,阿克苏工业职业技术学院*zh; Aksu Industry Polytechnic College*en,,http://www.aksgyxy.com,,aksgyxy.com,2023,,,,,,,Q126818502,Q126818502,库车市,China,1529363,,,,,,
,,Kashgar Polytechnic Vocational and Technical College*en,,education,,喀什理工职业技术学院*zh; Kashgar Polytechnic Vocational and Technical College*en,,https://kspvtc.edu.cn/,,kspvtc.edu.cn,2023,,,,,,,Q126811792,Q126811792,Shache,China,1280037,,,,,,
,,Tumushuke Vocational and Technical College*en,,education,,图木舒克职业技术学院*zh; Tumushuke Vocational and Technical College*en,,https://www.bttmskzy.edu.cn/,,bttmskzy.edu.cn,2023,,,,,,,,,Tumushuke,China,12022102,,,,,,
,,Cocodala Vocational and Technical College*en,,education,,可克达拉职业技术学院*zh; Cocodala Vocational and Technical College*en,,,,,2023,,,,,,,Q133883152,Q133883152,Kokdala,China,11895425,,,,,,
,,Xinxing Vocational and Technical College*en,,education,,新星职业技术学院*zh; Xinxing Vocational and Technical College*en,,https://www.xxzyjsxy.cn/,,xxzyjsxy.cn,2023,,,,,,,Q133883151,Q133883151,Hami,China,1529484,,,,,,
,,Kunyu Vocational and Technical College*en,,education,,昆玉职业技术学院*zh; Kunyu Vocational and Technical College*en,,,,,2023,,,,,,,Q133883147,Q133883147,Hotan,China,1281019,,,,https://ror.org/03hcmxw73,,
,,Urumqi Vocational Technical College*en,,education,,乌鲁木齐职业技术学院*zh; Urumqi Vocational Technical College*en,,,,,2024,,,,,,,Q133514459,Q133514459,Ürümqi,China,1529102,,,,,,
,,Shuanghe Vocational and Technical College*en,,education,,双河职业技术学院*zh; Shuanghe Vocational and Technical College*en,,,,,2024,,,,,,,Q133883143,Q133883143,Bole,China,8521718,,,,,,
,,Fukang Vocational and Technical College*en,,education,,阜康职业技术学院*zh; Fukang Vocational and Technical College*en,,,,,2025,,,,,,,Q134593876,Q134593876,,China,1529506,,,,,,
,,Beijing Haidian District Workers' University*en,,education,,北京市海淀区职工大学*zh; Beijing Haidian District Workers' University*en,,,,,,,,,,,,Q112811079,Q112811079,Beijing,China,1816670,,,,,,
,,Beijing Dongcheng District Staff and Workers Spare-time University*en,,education,北京市东城区职业大学,北京市东城区职工业余大学*zh; Beijing Dongcheng District Staff and Workers Spare-time University*en,,https://dc.bjou.edu.cn,,dc.bjou.edu.cn,1980,,,,,,,Q112811080,Q112811080,Beijing,China,1816670,,,,,,
,,Beijing Chongwen District Staff and Workers University*en,,education,,北京市崇文区职工大学*zh; 北京市东城区职工大学*zh; Beijing Chongwen District Staff and Workers University*en,,,,,1958,,,,,,,Q112811081,Q112811081,Beijing,China,1816670,,,,,,
,,Beijing Xuanwu Hongqi Spare-time University*en,,education,,北京宣武红旗业余大学*zh; Beijing Xuanwu Hongqi Spare-time University*en,,http://www.hqdx.com/,,hqdx.com,1958,,,,,,,Q48886651,Q48886651,Beijing,China,1816670,,,,,,
,,Beijing Shijingshan District Amateur University*en,,education,北京市石景山社区学院; 石景山区业余大学,北京市石景山区业余大学*zh; Beijing Shijingshan District Amateur University*en,,,,,1981,,,,,,,,,Beijing,China,1816670,,,,,,
,,Beijing Chaoyang District Staff and Workers University*en,,education,朝阳社区学院,北京市朝阳区职工大学*zh; Beijing Chaoyang District Staff and Workers University*en,,https://www.zsbjccc.com,,zsbjccc.com,1976,,,,,,,Q112811083,Q112811083,Beijing,China,1816670,,,,https://ror.org/04pq2gg30,,
,,Beijing Federation of Trade Unions Workers' University*en,,education,北京市工会干部学院,北京市总工会职工大学*zh; Beijing Federation of Trade Unions Workers' University*en,,,,,1949,,,,,,,Q112811085,Q112811085,Beijing,China,1816670,,,,,,
,,China Journalists Association Staff Journalism College*en,,education,,中国记协职工新闻学院*zh; China Journalists Association Staff Journalism College*en,,,,,1984,,,,,,,Q10874109,Q10874109,Beijing,China,1816670,,,,,,
,,Zhongnanhai Amateur University*en,,education,北京中南海业余大学,中南海业余大学*zh; Zhongnanhai Amateur University*en,,,,,1983,,,,,,,Q10872558,Q10872558,Beijing,China,1816670,,,,https://ror.org/01xdzh226,,
,,Beijing Fengtai District Staff and Workers University*en,,education,丰台职大,北京市丰台区职工大学*zh; Beijing Fengtai District Staff and Workers University*en,,,,,1984,,,,,,,Q112811086,Q112811086,Beijing,China,1816670,,,,,,
,,Beijing Xicheng Economic Science University*en,,education,,北京市西城经济科学大学*zh; Beijing Xicheng Economic Science University*en,,,,,,,,,,,,Q112811087,Q112811087,Beijing,China,1816670,,,,,,
,,"Beijing Agriculture, Industry and Commerce United General Company Staff and Workers' University*en",,education,,"北京市农工商联合总公司职工大学*zh; Beijing Agriculture, Industry and Commerce United General Company Staff and Workers' University*en",,,,,1983,,,,,,,Q112811088,Q112811088,Beijing,China,1816670,,,,,,
,,Senior Police College of the Ministry of Public Security*en,,education,公安部管理干部学院,公安部高级警官学院*zh; Senior Police College of the Ministry of Public Security*en,,,,,1985,,,,,,,Q112672948,Q112672948,Beijing,China,1816670,,https://ror.org/00bt9we26,,https://ror.org/05twya590,,
,,National Judges College*en,,education,,国家法官学院*zh; National Judges College*en,,http://njc.chinacourt.org/,,,1997,,,,,,,Q6973890,Q6973890,Beijing,China,1816670,,,,,,
,,North China Electric Power Joint Workers' University*en,,education,,华北电业联合职工大学*zh; North China Electric Power Joint Workers' University*en,,http://www.hdldu.com,,,1987,,,,,,,Q112811089,Q112811089,Beijing,China,1816670,,,,,,
,,Capital United University for Further Study*en,,education,首都联大; Capital United Staff and Workers University,首都联合职工大学*zh; Capital United University for Further Study*en,,http://www.sdld.cn,,sdld.cn,1988,,,,,,,Q112811091,Q112811091,Beijing,China,1816670,,,,,,
,,National Prosecutors College of P.R.C*en,,education,中国高级检察官培训中心; 中央检察官管理学院,国家检察官学院*zh; National Prosecutors College of P.R.C*en,,http://www.jcgxy.org/,,jcgxy.org,1989,,,,,,,Q10926041,Q10926041,Beijing,China,1816670,,,,https://ror.org/04aq1wg32,,
,,Tianjin Hexi District Workers University*en,,education,,天津市河西区职工大学*zh; Tianjin Hexi District Workers University*en,,,,,,,,,,,,Q112811093,Q112811093,Tianjin,China,1792947,,,,,,
,,Tianjin Hongqiao District Staff and Workers University*en,,education,,天津市红桥区职工大学*zh; Tianjin Hongqiao District Staff and Workers University*en,,,,,,,,,,,,Q112811095,Q112811095,Tianjin,China,1792947,,,,,,
,,Tianjin Construction Engineering Staff and Workers University*en,,education,,天津市建筑工程职工大学*zh; Tianjin Construction Engineering Staff and Workers University*en,,,,,1958,,,,,,,Q112811098,Q112811098,Tianjin,China,1792947,,,,,,
,,Tianjin Bohai Chemical Industry Staff and Workers College*en,,education,天津碱厂职工大学,天津市渤海化工职工学院*zh; Tianjin Bohai Chemical Industry Staff and Workers College*en,,,,,1956,,,,,,,Q112811101,Q112811101,Tianjin,China,1792947,,,,,,
,,Tianjin Trade Union Management Cadre College*en,,education,,天津市工会管理干部学院*zh; Tianjin Trade Union Management Cadre College*en,,,,,1985,,,,,,,Q112811104,Q112811104,Tianjin,China,1792947,,,,,,
,,Tianjin Real Estate Bureau Staff and Workers University*en,,education,,天津市房地产局职工大学*zh; Tianjin Real Estate Bureau Staff and Workers University*en,,,,,1985,,,,,,,Q112811105,Q112811105,Tianjin,China,1792947,,,,,,
,,Hebei Open University*en,,education,河北广播电视大学; 河北省广播电视大学,河北开放大学*zh; Hebei Open University*en,HEBOU,http://www.hebnetu.edu.cn/,,hebnetu.edu.cn,1978,,,,,,,Q110105339,Q110105339,Shijiazhuang,China,1795270,,,,,,
,,Shijiazhuang Staff and Workers University*en,,education,,石家庄职工大学*zh; Shijiazhuang Staff and Workers University*en,,http://www.sjzzgdx.net,,sjzzgdx.net,1984,,,,,,,Q112811106,Q112811106,Shijiazhuang,China,1795270,,,,,,
,,Chinese Academy of Customs Administration*en,,education,,海关管理干部学院*zh; 中国海关管理干部学院*zh; Chinese Academy of Customs Administration*en,,http://www.cacaqhd.cn/,,cacaqhd.cn,1984,,,,,,,Q56271511,Q56271511,Qinhuangdao,China,1797595,,https://ror.org/00s255r43,,,,
,,Hebei Management Cadre College*en,,education,,河北管理干部学院*zh; Hebei Management Cadre College*en,,,,,1985,,,,,,,Q112811108,Q112811108,Shijiazhuang,China,1795270,,,,,,
,,Hebei Youth Cadres Administrative College*en,,education,,河北青年管理干部学院*zh; Hebei Youth Cadres Administrative College*en,,,,,1987,,,,,,,Q112811109,Q112811109,Shijiazhuang,China,1795270,,,,,,
,,Taiyuan Chemical Industry Group Workers University*en,,education,,太原化学工业集团有限公司职工大学*zh; Taiyuan Chemical Industry Group Workers University*en,,,,,,,,,,,,Q112811110,Q112811110,Taiyuan,China,1793511,,,,,,
,,Shanxi Coal Workers' Joint University*en,,education,,山西煤炭职工联合大学*zh; Shanxi Coal Workers' Joint University*en,,,,,,,,,,,,Q112811115,Q112811115,Yangquan,China,1787351,,,,,,
,,Shanxi Staff and Workers Arts and Crafts College*en,,education,,山西省职工工艺美术学院*zh; Shanxi Staff and Workers Arts and Crafts College*en,,,,,,,,,,,,Q112811117,Q112811117,Taiyuan,China,1793511,,,,,,
,,Shanxi Open University*en,,education,山西广播电视大学; 山西省广播电视大学,山西开放大学*zh; Shanxi Open University*en,,https://www.sxou.cn/,,sxou.cn,,,,,,,,Q112684843,Q112684843,Taiyuan,China,1793511,,,,,,
,,Shanxi Politics and Law Institute for Administrators*en,,education,,山西省政法管理干部学院*zh; Shanxi Politics and Law Institute for Administrators*en,,,,,1954,,,,,,,Q112811119,Q112811119,Taiyuan,China,1793511,,,,,,
,,Baotou Workers University*en,,education,,包头市职工大学*zh; Baotou Workers University*en,,,,,,,,,,,,Q112811120,Q112811120,Baotou,China,2038432,,,,,,
,,Inner Mongolia Open University*en,,education,内蒙古广播电视大学,内蒙古开放大学*zh; Inner Mongolia Open University*en,,https://www.imou.edu.cn,,imou.edu.cn,1979,,,,,,,Q112811121,Q112811121,Hohhot,China,2036892,,,,,,
,,Liaoning Ordnance Industry Staff and Workers University*en,,education,,辽宁兵器工业职工大学*zh; Liaoning Ordnance Industry Staff and Workers University*en,,,,,1956,,,,,,,Q112811122,Q112811122,Shenyang,China,2034937,,,,,,
,,Dalian Workers' University*en,,education,,大连工人大学*zh; Dalian Workers' University*en,,,,,,,,,,,,Q112811123,Q112811123,Dalian,China,1814087,,,,,,
,,Air Force Fourth Workers University*en,,education,中国人民解放军空军第四职工大学; 中国人民解放军空军航空修理第四职工大学; 解放军第5706工厂“七·二一”大学,空军第四职工大学*zh; Air Force Fourth Workers University*en,,,,,1979,,,,,,,Q10873056,Q10873056,Dalian,China,1814087,,,,,,
,,People's Liberation Army Navy Staff and Workers University*en,,education,海军舰船维修第一职工大学; 中国人民解放军海军舰船维修第一职工大学,海军职工大学*zh; 中国人民解放军海军职工大学*zh; People's Liberation Army Navy Staff and Workers University*en,,http://www.hjzd.cn/,,hjzd.cn,1984,,,,,,,Q10873007,Q10873007,Dalian,China,1814087,,,,,,
,,Dalian Staff and Workers University*en,,education,,大连职工大学*zh; Dalian Staff and Workers University*en,,,,,1989,,,,,,,Q112811125,Q112811125,Dalian,China,1814087,,,,,,
,,Fukuang Technician Institute*en,,education,抚矿工学院,抚顺矿务局职工工学院*zh; Fukuang Technician Institute*en,,,,,1956,,,,,,,Q30946910,Q30946910,Fushun,China,2037355,,,,,,
,,"University for Employees, Fushun Company of Petroleum and Petrochemicals*en",,education,抚顺石化职大,"抚顺石油化工公司职工大学*zh; University for Employees, Fushun Company of Petroleum and Petrochemicals*en",,,,,1982,,,,,,,Q60991346,Q60991346,Fushun,China,2037355,,,,,,
,,Fuxin Mining Bureau Staff and Workers University*en,,education,,阜新矿务局职工大学*zh; Fuxin Mining Bureau Staff and Workers University*en,,,,,1982,,,,,,,Q112811126,Q112811126,Fuxin,China,2037346,,,,,,
,,Dalian Institute of Education*en,,education,大连教育学院,大连市教育学院*zh; 大连教育学院*zh; Dalian Institute of Education*en,,https://www.dlteacher.com,,dlteacher.com,,,,,,,,Q112811128,Q112811128,Dalian,China,1814087,,,,,,
,,Liaoning Open University*en,,education,辽宁广播电视大学; Liaoning Radio and TV University,辽宁开放大学*zh; Liaoning Open University*en,,https://www.lnou.edu.cn/,,lnou.edu.cn,1979,,,,,,,Q112811129,Q112811129,Shenyang,China,2034937,,,,,,
,,Fuxin Coal Workers' Medical College*en,,education,,阜新煤炭职工医学专科学校*zh; Fuxin Coal Workers' Medical College*en,,,,,,,,,,,,Q112811130,Q112811130,Fuxin,China,2037346,,,,,,
,,Liaoning Metallurgical Staff University*en,,education,,辽宁冶金职工大学*zh; Liaoning Metallurgical Staff University*en,,http://lnyj.dldbtg.com,,dldbtg.com,1986,,,,,,,Q30946416,Q30946416,Dalian,China,1814087,,,,,,
,,Liaoning Administrators College of Police and Justice*en,,education,,辽宁公安司法管理干部学院*zh; Liaoning Administrators College of Police and Justice*en,,https://www.lacpj.org.cn/,,lacpj.org.cn,1988,,,,,,,Q112811131,Q112811131,Shenyang,China,2034937,,,,,,
,,Shenyang Machinery Industry Staff and Workers University*en,,education,,沈阳机械工业职工大学*zh; Shenyang Machinery Industry Staff and Workers University*en,,,,,,,,,,,,Q112811132,Q112811132,Shenyang,China,2034937,,,,,,
,,Anshan Iron and Steel Group Corporation Staff University*en,,education,,鞍山钢铁集团公司职工大学*zh; Anshan Iron and Steel Group Corporation Staff University*en,,,,,,,,,,,,Q112811133,Q112811133,Anshan,China,2038632,,,,,,
,,Shenyang Open University*en,,education,沈阳广播电视大学; 沈阳市广播电视大学; Shenyang Radio and Television University,沈阳开放大学*zh; Shenyang Open University*en,,http://www.sytvu.cn,,sytvu.cn,,,,,,,,Q112811135,Q112811135,Shenyang,China,2034937,,,,,,
,,Dalian Open University*en,,education,大连广播电视大学; 大连市广播电视大学,大连开放大学*zh; Dalian Open University*en,,https://www.dlrtvu.edu.cn,,dlrtvu.edu.cn,1979,,,,,,,Q112811136,Q112811136,Dalian,China,1814087,,,,,,
,,Changchun Workers' University*en,,education,,长春职工大学*zh; Changchun Workers' University*en,,https://cczgjyw.org.cn,,cczgjyw.org.cn,1978,,,,,,,Q112811137,Q112811137,Changchun,China,2038180,,,,,,
,,Changchun Construction Workers Spare-time University*en,,education,长春市业余建筑工学院; 长春市基本建设委员会职工业余大学,长春市建筑职工业余大学*zh; Changchun Construction Workers Spare-time University*en,,,,,1958,,,,,,,Q112811138,Q112811138,Changchun,China,2038180,,,,,,
,,Jilin City Staff and Workers University*en,,education,,吉林市职工大学*zh; Jilin City Staff and Workers University*en,,,,,,,,,,,,Q112811141,Q112811141,Jilin City,China,2036502,,,,,,
,,Siping Rural Adult College*en,,education,Siping Rural Adult Higher Specialized School,四平农村成人高等专科学校*zh; Siping Rural Adult College*en,,,,,,,,,,,,Q112811146,Q112811146,Siping,China,2034714,,,,,,
,,Jilin Provincial Institute of Education*en,,education,,吉林省教育学院*zh; Jilin Provincial Institute of Education*en,,,,,1957,,,,,,,Q112811147,Q112811147,Changchun,China,2038180,,,,,,
,,Changchun Institute of Education*en,,education,,长春教育学院*zh; Changchun Institute of Education*en,,http://www.ccjyxy.net/,,ccjyxy.net,1952,,,,,,,Q112811148,Q112811148,Changchun,China,2038180,,,,,,
,,Jilin Open University*en,,education,吉林广播电视大学; Jilin Radio and TV University,吉林开放大学*zh; Jilin Open University*en,,https://www.jlrtvu.cn/,,jlrtvu.cn,1979,,,,,,,Q112811149,Q112811149,Changchun,China,2038180,,,,,,
