html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,ror_id,parent,child,related,successor,predecessor
,,Hebi Automobile Engineering Professional College*en,,education,,鹤壁汽车工程职业学院*zh; Hebi Automobile Engineering Professional College*en,,https://www.hbqcxy.com/,,hbqcxy.com,2011,,,,,,,Q112676797,Q112676797,Hebi,China,1808770,,,,,,
,,Nanyang Vocational College*en,,education,,南阳职业学院*zh; Nanyang Vocational College*en,,https://www.nyvc.edu.cn,,nyvc.edu.cn,2011,,,,,,,Q112676798,Q112676798,南阳市,China,1799629,,,,,,
,,Zhengzhou Vocational College of Commerce and Tourism*en,,education,,郑州商贸旅游职业学院*zh; Zhengzhou Vocational College of Commerce and Tourism*en,,,,,,,,,,,,Q112676799,Q112676799,Zhengzhou,China,1784658,,,,,,
,,Henan Vocational College of Tuina*en,,education,,河南推拿职业学院*zh; Henan Vocational College of Tuina*en; Henan Tuina Vocational College*en,,https://www.hltn.edu.cn/,,hltn.edu.cn,1959,,,,,,,Q112676800,Q112676800,Luoyang,China,1801792,,,,,,
,,Luoyang Polytechnic*en,,education,,洛阳职业技术学院*zh; Luoyang Polytechnic*en,,https://www.lypt.edu.cn/,,lypt.edu.cn,2011,,,,,,,Q112676801,Q112676801,Luoyang,China,1801792,,,,,,
,,Anyang Preschool Education College*en,,education,,安阳幼儿师范高等专科学校*zh; Anyang Preschool Education College*en,,,,,,,,,,,,Q112676803,Q112676803,Anyang,China,1785294,,,,,,
,,Zhengzhou Yellow River Nursing Vocational College*en,,education,,郑州黄河护理职业学院*zh; Zhengzhou Yellow River Nursing Vocational College*en,,https://www.zyrnvc.edu.cn,,zyrnvc.edu.cn,1993,,,,,,,Q112676804,Q112676804,Zhengzhou,China,1784658,,,,,,
,,Henan Medical College*en,,education,,河南医学高等专科学校*zh; Henan Medical College*en,,,,,,,,,,,,Q112676805,Q112676805,Zhengzhou,China,1784658,,,,,,
,,Zhengzhou Vocational College of Finance and Taxation*en,,education,,郑州财税金融职业学院*zh; Zhengzhou Vocational College of Finance and Taxation*en,,,,,,,,,,,,Q112676806,Q112676806,Zhengzhou,China,1784658,,,,,,
,,Nanyang Vocational College of Agriculture*en,,education,,南阳农业职业学院*zh; Nanyang Vocational College of Agriculture*en,,http://www.nyca.edu.cn/,,nyca.edu.cn,2013,,,,,,,Q112676807,Q112676807,Nanyang,China,1799629,,,,,,
,,Luoyang Vocational College of Science and Technology*en,,education,,洛阳科技职业学院*zh; Luoyang Vocational College of Science and Technology*en,,https://www.lku.edu.cn,,lku.edu.cn,1988,,,,,,,Q112676808,Q112676808,Luoyang,China,1801792,,,,,,
,,Hebi Vocational College of Energy and Chemistry*en,,education,,鹤壁能源化工职业学院*zh; Hebi Vocational College of Energy and Chemistry*en,,,,,,,,,,,,Q112676810,Q112676810,Hebi,China,1808770,,,,,,
,,Pingdingshan Vocational College of culture and art*en,,education,,平顶山文化艺术职业学院*zh; Pingdingshan Vocational College of culture and art*en,,https://www.pvcca.edu.cn/,,pvcca.edu.cn,2014,,,,,,,Q112676811,Q112676811,Pingdingshan,China,1798827,,,,,,
,,Puyang Medical College*en,,education,,濮阳医学高等专科学校*zh; Puyang Medical College*en,,https://www.pymc.edu.cn,,pymc.edu.cn,1951,,,,,,,,,Puyang,China,9181182,,,,,,
,,Zhumadian Preschool Education College*en,,education,驻马店幼专,驻马店幼儿师范高等专科学校*zh; Zhumadian Preschool Education College*en,,https://www.zyz.edu.cn,,zyz.edu.cn,1906,,,,,,,Q112676813,Q112676813,Zhumadian,China,1783873,,,,,,
,,Sanmenxia College of Social Administration*en,,education,,三门峡社会管理职业学院*zh; Sanmenxia College of Social Administration*en,,http://www.smxcsa.com,,smxcsa.com,2017,,,,,,,Q109346485,Q109346485,Sanmenxia,China,1796669,,,,,,
,,Henan Light Industry Vocational College*en,,education,,河南轻工职业学院*zh; Henan Light Industry Vocational College*en; Henan Vocational College of Light Industry,,http://www.havcli.edu.cn,,havcli.edu.cn,2017,,,,,,,Q112676814,Q112676814,Zhengzhou,China,1784658,,,,,,
,,Henan College of Surveying and Mapping*en,,education,郑州测绘学校,河南测绘职业学院*zh; Henan College of Surveying and Mapping*en,,https://www.hasm.edu.cn,,hasm.edu.cn,1978,,,,,,,Q112676815,Q112676815,Zhengzhou,China,1784658,,,,,,
,,Xinyang Aeronautical Vocational College*en,,education,,信阳航空职业学院*zh; Xinyang Aeronautical Vocational College*en,,https://www.xyhkxy.com,,xyhkxy.com,2018,,,,,,,Q112676816,Q112676816,Xinyang,China,1788534,,,,,,
,,Zhengzhou Health Vocational College*en,,education,郑州卫健院,郑州卫生健康职业学院*zh; Zhengzhou Health Vocational College*en,,https://www.zzhvc.com/,,zzhvc.com,,,,,,,,Q112676817,Q112676817,Zhengzhou,China,1784658,,,,,,
,,Henan Logistics Vocational College*en,,education,,河南物流职业学院*zh; Henan Logistics Vocational College*en,,,,,,,,,,,,Q112676818,Q112676818,Xinxiang,China,1788572,,,,,,
,,Henan Geology Mineral College*en,,education,,河南地矿职业学院*zh; Henan Geology Mineral College*en,,,,,,,,,,,,Q112676819,Q112676819,Zhengzhou,China,1784658,,,,,,
,,Zhengzhou Asia-Europe Transportation Vocational College*en,,education,,郑州亚欧交通职业学院*zh; Zhengzhou Asia-Europe Transportation Vocational College*en,,https://www.zzyaou.edu.cn/,,zzyaou.edu.cn,2019,,,,,,,Q112676820,Q112676820,Zhengzhou,China,1784658,,,,https://ror.org/04zs83x19; https://ror.org/05gba0366,,
,,Henan Women's Vocational College*en,,education,,河南女子职业学院*zh; Henan Women's Vocational College*en,,https://www.henz.edu.cn/,,henz.edu.cn,2020,,,,,,,Q112676821,Q112676821,Xinxiang,China,1788572,,,,,,
,,Henan Vocational College of International Economics and Business*en,,education,,河南对外经济贸易职业学院*zh; Henan Vocational College of International Economics and Business*en,,https://www.hnwmxy.edu.cn,,hnwmxy.edu.cn,2020,,,,,,,Q112676822,Q112676822,Kaifeng,China,1804879,,,,,,
,,Puyang Petrol-chemical Vocational Technical College*en,,education,,濮阳石油化工职业技术学院*zh; Puyang Petrol-chemical Vocational Technical College*en,,http://pypcc.edu.cn/,,pypcc.edu.cn,2020,,,,,,,Q112676823,Q112676823,Puyang,China,9181182,,,,,,
,,Nanyang Vocational College of Science and Technology*en,,education,,南阳科技职业学院*zh; Nanyang Vocational College of Science and Technology*en,,,,,2020,,,,,,,Q112676824,Q112676824,南阳市,China,1799629,,,,,,
,,LanKao Vocational College of San Nong*en,,education,,兰考三农职业学院*zh; LanKao Vocational College of San Nong*en,,,,,2020,,,,,,,Q112676825,Q112676825,Lankao Chengguanzhen,China,1804553,,,,,,
,,Ruzhou Vocational and Technical College*en,,education,,汝州职业技术学院*zh; Ruzhou Vocational and Technical College*en,,,,,,,,,,,,Q112676826,Q112676826,,China,1803359,,,,,,
,,Linzhou College of Architectural Technology*en,,education,,林州建筑职业技术学院*zh; Linzhou College of Architectural Technology*en,,https://www.lcat.edu.cn,,lcat.edu.cn,,,,,,,,Q112676827,Q112676827,安阳市,China,1785294,,,,,,
,,Zhengzhou Electronic Commerce Professional College*en,,education,,郑州电子商务职业学院*zh; Zhengzhou Electronic Commerce Professional College*en,,https://zzdsxy.edu.cn,,zzdsxy.edu.cn,2020,,,,,,,Q112676828,Q112676828,Zhengzhou,China,1784658,,,,,,
,,Zhengzhou Rail Engineering Vocational College*en,,education,,郑州轨道工程职业学院*zh; Zhengzhou Rail Engineering Vocational College*en,,,,,2020,,,,,,,Q112676829,Q112676829,Zhengzhou,China,1784658,,,,,,
,,Zhengzhou Physical Education Vocational College*en,,education,,郑州体育职业学院*zh; Zhengzhou Physical Education Vocational College*en,,,,,2020,,,,,,,Q112676831,Q112676831,Zhengzhou,China,1784658,,,,,,
,,Luoyang Vocational College of Culture and Tourism*en,,education,,洛阳文化旅游职业学院*zh; Luoyang Vocational College of Culture and Tourism*en,,http://www.lyvcct.cn/,,lyvcct.cn,2021,,,,,,,Q112676832,Q112676832,Luoyang,China,1801792,,,,,,
,,Zhoukou Vocational College of Arts and Sciences*en,,education,,周口文理职业学院*zh; Zhoukou Vocational College of Arts and Sciences*en,,,,,,,,,,,,Q112676833,Q112676833,Zhoukou,China,1784130,,,,,,
,,Xinyang Vocational College of Art*en,,education,,信阳艺术职业学院*zh; Xinyang Vocational College of Art*en,,,,,,,,,,,,Q112676834,Q112676834,信阳市,China,1788534,,,,,,
,,Zhengzhou Urban Construction Vocational College*en,,education,,郑州城建职业学院*zh; Zhengzhou Urban Construction Vocational College*en,,,,,,,,,,,,Q112676835,Q112676835,Zhengzhou,China,1784658,,,,,,
,,Zhengzhou Medicine and Health Vocational College*en,,education,,郑州医药健康职业学院*zh; Zhengzhou Medicine and Health Vocational College*en,,,,,,,,,,,,Q112676836,Q112676836,Zhengzhou,China,1784658,,,,,,
,,Pingdingshan Vocational and Technical College*en,,education,,平顶山职业技术学院*zh; Pingdingshan Vocational and Technical College*en,,https://www.pdszy.edu.cn/,,pdszy.edu.cn,2018,,,,,,,Q67936930,Q67936930,Pingdingshan,China,1798827,,,,,,
,,Nanyang Arts and Crafts Vocational College*en,,education,,南阳工艺美术职业学院*zh; Nanyang Arts and Crafts Vocational College*en,,https://www.nygymy.edu.cn,,nygymy.edu.cn,2023,,,,,,,Q126815040,Q126815040,南阳市,China,1799629,,,,,,
,,Puyang Vocational College of Science and Technology*en,,education,,濮阳科技职业学院*zh; Puyang Vocational College of Science and Technology*en,,http://www.pykjzyxy.com/,,pykjzyxy.com,2023,,,,,,,Q126815343,Q126815343,Puyang,China,9181182,,,,,,
,,Shangqiu Preschool Teachers College*en,,education,,商丘幼儿师范高等专科学校*zh; Shangqiu Preschool Teachers College*en,,,,,,,,,,,,,,Shangqiu,China,1783934,,,,,,
,,Zhoukou Polytechnic Vocational College*en,,education,,周口理工职业学院*zh; Zhoukou Polytechnic Vocational College*en,,http://www.zkpvc.edu.cn/,,zkpvc.edu.cn,2023,,,,,,,Q126815830,Q126815830,Zhoukou,China,1784130,,,,,,
,,Jiaozuo Vocational College of New Materials*en,,education,,焦作新材料职业学院*zh; Jiaozuo Vocational College of New Materials*en,,,,,2023,,,,,,,Q126816060,Q126816060,Jiaozuo,China,1805987,,,,,,
,,Kaifeng Vocational College*en,,education,,开封职业学院*zh; Kaifeng Vocational College*en,,,,,,,,,,,,Q126816215,Q126816215,Kaifeng,China,1804879,,,,,,
,,Luoyang Vocational College of Commerce*en,,education,,洛阳商业职业学院*zh; Luoyang Vocational College of Commerce*en,,,,,2023,,,,,,,Q126816518,Q126816518,Luoyang,China,1801792,,,,,,
,,Zhengzhou Software Vocational and Technical College*en,,education,,郑州软件职业技术学院*zh; Zhengzhou Software Vocational and Technical College*en,,https://www.zzsvtc.edu.cn/,,zzsvtc.edu.cn,2023,,,,,,,Q119839943,Q119839943,Zhengzhou,China,1784658,,,,,,
,,Zhengzhou Vocational College of Intelligent Technology*en,,education,,郑州智能科技职业学院*zh; Zhengzhou Vocational College of Intelligent Technology*en,,,,,,,,,,,,Q126816886,Q126816886,郑州市,China,1784658,,,,,,
,,Zhengzhou Food Engineering Vocational College*en,,education,,郑州食品工程职业学院*zh; Zhengzhou Food Engineering Vocational College*en,,,,,,,,,,,,Q133883178,Q133883178,Zhengzhou,China,1784658,,,,,,
,,Zhengzhou Automotive Engineering Vocational College*en,,education,,郑州汽车工程职业学院*zh; Zhengzhou Automotive Engineering Vocational College*en,,,,,,,,,,,,Q133883174,Q133883174,Zhengzhou,China,1784658,,,,,,
,,Zhumadian Agricultural Engineering Vocational College*en,,education,,驻马店农业工程职业学院*zh; Zhumadian Agricultural Engineering Vocational College*en,,,,,2024,,,,,,,Q133882916,Q133882916,Zhumadian,China,1783873,,,,,,
,,Xinyang Vocational College of Science and Technology*en,,education,,信阳科技职业学院*zh; Xinyang Vocational College of Science and Technology*en,,,,,,,,,,,,Q133883115,Q133883115,Xinyang,China,1788534,,,,,,
,,Zhoukou City Vocational College*en,,education,,周口城市职业学院*zh; Zhoukou City Vocational College*en,,,,,,,,,,,,Q133883123,Q133883123,Zhoukou,China,1784130,,,,,,
,,Henan Xinxiang Vocational College of Industry and Commerce*en,,education,,河南新乡工商职业学院*zh; Henan Xinxiang Vocational College of Industry and Commerce*en,HNIC,https://www.hnxxgs.edu.cn,,hnxxgs.edu.cn,2024,,,,,,,Q133883127,Q133883127,Xinxiang,China,1788572,,,,,,
,,Kaifeng Engineering Vocational College*en,,education,,开封工程职业学院*zh; 開封工程職業學院*zh; Kaifeng Engineering Vocational College*en,,https://www.kfevc.edu.cn/,,kfevc.edu.cn,2025,,,,,,,Q134718685,Q134718685,Kaifeng,China,1804879,,,,,,
,,Kaifeng Smart Health Vocational College*en,,education,,开封智慧健康职业学院*zh; Kaifeng Smart Health Vocational College*en,,,,,,,,,,,,Q134718683,Q134718683,Kaifeng,China,1804879,,,,,,
,,Zhoukou Smart Energy Vocational College*en,,education,,周口智慧能源职业学院*zh; Zhoukou Smart Energy Vocational College*en,,,,,2025,,,,,,,Q134711112,Q134711112,Zhoukou,China,1784130,,,,,,
,,Pingdingshan Vocational College of Science and Technology*en,,education,,平顶山科技职业学院*zh; Pingdingshan Vocational College of Science and Technology*en,,,,,2025,,,,,,,Q134711080,Q134711080,Pingdingshan,China,1798827,,,,,,
,,Wuhan Qingchuan University*en,,education,武汉大学珞珈学院,武汉晴川学院*zh; Wuhan Qingchuan University*en,,http://www.qcuwh.cn/,,qcuwh.cn,2006,,,,,,,Q112676843,Q112676843,Wuhan,China,1791247,,,,,,
,,Zhixing College of Hubei University*en,,education,,湖北大学知行学院*zh; Zhixing College of Hubei University*en,,,,,,,,,,,,Q112676844,Q112676844,Wuhan,China,1791247,,,,https://ror.org/03a60m280,,
,,College of Science and Technology of China Three Gorges University*en,,education,三峡大学宜昌分校,三峡大学科技学院*zh; College of Science and Technology of China Three Gorges University*en,,http://kjxy.ctgu.edu.cn,,ctgu.edu.cn,2000,,,,,,,Q112676846,Q112676846,Yichang,China,1786764,,,,https://ror.org/0419nfc77,,
,,Wuhan College of Arts and Science*en,,education,江汉大学文理学院,武汉文理学院*zh; Wuhan College of Arts and Science*en,,https://www.whwl.edu.cn/,,whwl.edu.cn,2002,,,,,,,Q11134641,Q11134641,Wuhan,China,1791247,,,,https://ror.org/041c9x778,,
,,Hubei University of Technology Engineering and Technology College*en,,education,,湖北工业大学工程技术学院*zh; Hubei University of Technology Engineering and Technology College*en,,https://gcxy.hbut.edu.cn/,,gcxy.hbut.edu.cn,2002,,,,,,,Q112676848,Q112676848,Wuhan,China,1791247,,,,https://ror.org/02d3fj342,,
,,College of Post and Telecommunication of Wuhan Institute of Technology*en,,education,,武汉工程大学邮电与信息工程学院*zh; College of Post and Telecommunication of Wuhan Institute of Technology*en,,http://www.witpt.edu.cn,,witpt.edu.cn,2002,,,,,,,Q112676849,Q112676849,Wuhan,China,1791247,,,,https://ror.org/04jcykh16,,
,,"College of International Business and Economics, WTU*en",,education,武汉科技学院外经贸学院,"武汉纺织大学外经贸学院*zh; College of International Business and Economics, WTU*en",,http://cibe.wtu.edu.cn,,cibe.wtu.edu.cn,2003,,,,,,,Q112676850,Q112676850,Wuhan,China,1791247,,https://ror.org/02jgsf398,,,,
,,Wuchang Institute of Technology*en,,education,武汉工业学院工商学院,武昌工学院*zh; Wuchang Institute of Technology*en,,https://www.wuit.cn/,,wuit.cn,2002,,,,,,,Q11124312,Q11124312,Wuhan,China,1791247,,,,,,
,,Jingzhou University*en,,education,长江大学工程技术学院,荆州学院*zh; Jingzhou University*en,,https://www.jzun.edu.cn/,,jzun.edu.cn,2004,,,,,,,Q112676853,Q112676853,Jingzhou,China,1805540,,,,,,
,,Yangtze University College of Arts and Sciences*en,,education,,长江大学文理学院*zh; Yangtze University College of Arts and Sciences*en,,https://wlxy.yangtzeu.edu.cn/,,wlxy.yangtzeu.edu.cn,2004,,,,,,,Q112676854,Q112676854,Jingzhou,China,1805540,,,,https://ror.org/05bhmhz54,,
,,Hubei Business College*en,,education,湖北工业大学商贸学院; 湖北工学院商贸学院,湖北商贸学院*zh; Hubei Business College*en,,https://www.hbc.edu.cn,,hbc.edu.cn,1995,,,,,,,Q19853066,Q19853066,Wuhan,China,1791247,,,,,,
,,Science and Technology College of Hubei University of Automotive Technology*en,,education,,湖北汽车工业学院科技学院*zh; Science and Technology College of Hubei University of Automotive Technology*en,,https://kjxy.huat.edu.cn,,kjxy.huat.edu.cn,2003,,,,,,,Q112676855,Q112676855,Shiyan,China,1794903,,,,https://ror.org/039m95m06,,
,,"Institute of Medicine and Nursing, Hubei University of Medicine*en",,education,郧阳医学院药护学院,"湖北医药学院药护学院*zh; Institute of Medicine and Nursing, Hubei University of Medicine*en",,http://yhgj.hbmu.edu.cn,,hbmu.edu.cn,2004,,,,,,,Q112676856,Q112676856,Shiyan,China,1794903,,,,https://ror.org/01dr2b756,,
,,Hubei Enshi College*en,,education,湖北民族学院科技学院; 湖北民族大学科技学院,湖北恩施学院*zh; Hubei Enshi College*en,,https://www.hbesxy.edu.cn/,,hbesxy.edu.cn,2003,,,,,,,Q17030699,Q17030699,Enshi,China,1811720,,,,https://ror.org/01q349q17,,
,,Law and Business College of Hubei University of Economics*en,,education,法商学院,湖北经济学院法商学院*zh; Law and Business College of Hubei University of Economics*en,,https://www.hbfs.edu.cn,,hbfs.edu.cn,2003,,,,,,,Q112676858,Q112676858,Wuhan,China,1791247,,,,https://ror.org/012a84b59,,
,,College of Sports Science and Technology of Wuhan Sports University*en,,education,,武汉体育学院体育科技学院*zh; College of Sports Science and Technology of Wuhan Sports University*en,,https://kjxy.whsu.edu.cn/,,kjxy.whsu.edu.cn,2003,,,,,,,Q11124450,Q11124450,Wuhan,China,1791247,,,,https://ror.org/004je0088,,
,,College of Arts and Science of Hubei Normal University*en,,education,湖北师范学院文理学院,湖北师范大学文理学院*zh; College of Arts and Science of Hubei Normal University*en,,https://wlxy.hbnu.edu.cn,,wlxy.hbnu.edu.cn,2003,,,,,,,Q112676859,Q112676859,Huangshi,China,1807234,,,,https://ror.org/056y3dw16,,
,,Science and Technology College of Hubei University of Arts and Science*en,,education,襄樊学院理工学院,湖北文理学院理工学院*zh; Science and Technology College of Hubei University of Arts and Science*en,,https://www.hbasstu.net,,hbasstu.net,2003,,,,,,,Q15913953,Q15913953,襄阳市,China,1790587,,,,https://ror.org/0212jcf64,,
,,Hubei Engineering University New Technology College*en,,education,孝感学院新技术学院,湖北工程学院新技术学院*zh; Hubei Engineering University New Technology College*en,,https://www.hbeutc.cn/,,hbeutc.cn,2003,,,,,,,Q112676861,Q112676861,Xiaogan,China,1790254,,,,https://ror.org/05amnwk22,,
,,Wuhan Huaxia University of Technology*en,,education,武汉理工大学华夏学院; Wuhan Huaxia Institute of Technology,武汉华夏理工学院*zh; Wuhan Huaxia University of Technology*en,,https://www.hxut.edu.cn/,,hxut.edu.cn,2003,,,,,,,Q28415724,Q28415724,Wuhan,China,1791247,,,,,,
,,Wuhan University of Communication*en,,education,华中师范大学武汉传媒学院; 华中师范大学武汉影视工程学院,武汉传媒学院*zh; Wuhan University of Communication*en,,https://www.whmc.edu.cn/,,whmc.edu.cn,2004,,,,,,,Q10905362,Q10905362,Wuhan,China,1791247,,,,,,
,,Wuhan Institute of Design and Sciences*en,,education,华中农业大学楚天学院; Chutian College Huazhong Agricultural University,武汉设计工程学院*zh; Wuhan Institute of Design and Sciences*en,,https://www.wids.edu.cn/,,wids.edu.cn,2006,,,,,,,Q10905354,Q10905354,Wuhan,China,1791247,,,,,,
,,Wuhan Technical University*en,,education,武汉职业技术学院; Wuhan Polytechnic,武汉职业技术大学*zh; Wuhan Technical University*en,,https://www.wtc.edu.cn/,,wtc.edu.cn,1972,,,,,,,Q112676864,Q112676864,Wuhan,China,1791247,,,,,,
,,Hubei Three Gorges Aviation Institute*en,,education,,湖北三峡航空学院*zh; Hubei Three Gorges Aviation Institute*en,,https://www.tgai.edu.cn,,tgai.edu.cn,2025,,,,,,,Q133447842,Q133447842,Yichang,China,1786764,,,,,,
,,Huanggang Polytechnic University*en,,education,黄冈职业技术学院,黄冈职业技术大学*zh; Huanggang Polytechnic University*en,,https://www.hgpu.edu.cn/,,hgpu.edu.cn,1999,,,,,,,Q112676865,Q112676865,Huanggang,China,8537264,,,,,,
,,Changjiang Polytechnic*en,,education,,长江职业学院*zh; Changjiang Polytechnic*en,,https://www.cjxy.edu.cn/,,cjxy.edu.cn,,,,,,,,Q112676866,Q112676866,Wuhan,China,1791247,,,,,,
,,Jingzhou Vocational College of Technology*en,,education,沙市职业大学,荆州理工职业学院*zh; Jingzhou Vocational College of Technology*en,,https://www.jzlg.edu.cn,,jzlg.edu.cn,1983,,,,,,,Q112676867,Q112676867,Jingzhou,China,1805540,,,,,,
,,Hubei Industrial Polytechnic*en,,education,十堰职业技术学院; 十堰职业大学,湖北工业职业技术学院*zh; Hubei Industrial Polytechnic*en,,https://www.hbgyzy.edu.cn,,hbgyzy.edu.cn,1976,,,,,,,Q112676868,Q112676868,十堰市,China,1794903,,,,,,
,,Ezhou Polytechnic*en,,education,,鄂州职业大学*zh; Ezhou Polytechnic*en,,http://www.ezu.cn,,ezu.cn,1984,,,,,,,Q97351151,Q97351151,Ezhou,China,1811619,,,,,,
,,Wuhan City Polytechnic*en,,education,,武汉城市职业学院*zh; Wuhan City Polytechnic*en,WHCP,https://www.whcp.edu.cn,,whcp.edu.cn,1904,,,,,,,Q112676869,Q112676869,Wuhan,China,1791247,,,,,,
,,Wuhan Institute of Shipbuilding Technology*en,,education,,武汉船舶职业技术学院*zh; Wuhan Institute of Shipbuilding Technology*en,,https://www.wspc.edu.cn,,wspc.edu.cn,1950,,,,,,,Q112676870,Q112676870,Wuhan,China,1791247,,,,,,
,,Enshi Polytechnic*en,,education,,恩施职业技术学院*zh; Enshi Polytechnic*en,,https://www.eszy.edu.cn,,eszy.edu.cn,2000,,,,,,,Q112676871,Q112676871,Enshi,China,1811720,,,,,,
,,Xiangyang Vocational and Technical College*en,,education,,襄阳职业技术学院*zh; Xiangyang Vocational and Technical College*en,,https://www.hbxytc.com/,,hbxytc.com,2000,,,,,,,Q112676872,Q112676872,Xiangyang,China,1790587,,,,,,
,,Wuhan Vocational College of Industry and Trade*en,,education,,武汉工贸职业学院*zh; Wuhan Vocational College of Industry and Trade*en,,https://www.whgmxy.edu.cn,,whgmxy.edu.cn,1988,,,,,,,Q112676873,Q112676873,Wuhan,China,1791247,,,,,,
,,Jingzhou Institute of Technology*en,,education,,荆州职业技术学院*zh; Jingzhou Institute of Technology*en,JZIT,http://www.jzit.net.cn/,,jzit.net.cn,2001,,,,,,,Q55694195,Q55694195,Jingzhou,China,1805540,,,,,,
,,Wuhan Engineering Institute*en,,education,,武汉工程职业技术学院*zh; Wuhan Engineering Institute*en,,,,,,,,,,,,Q112676874,Q112676874,Wuhan,China,1791247,,,,,,
,,Xiantao Vocational College*en,,education,,仙桃职业学院*zh; Xiantao Vocational College*en,,https://www.hbxtzy.edu.cn/,,hbxtzy.edu.cn,2001,,,,,,,Q112676875,Q112676875,仙桃市,China,1790371,,,,,,
,,Hubei Light Industry Technology Institute*en,,education,,湖北轻工职业技术学院*zh; Hubei Light Industry Technology Institute*en,,,,,,,,,,,,Q112676877,Q112676877,Wuhan,China,1791247,,,,,,
,,Hubei Communications Technical College*en,,education,,湖北交通职业技术学院*zh; Hubei Communications Technical College*en,,http://www.hbctc.edu.cn,,hbctc.edu.cn,,,,,,0000 0004 1766 2019,0000 0004 1766 2019,Q112676878,Q112676878,Wuhan,China,1791247,,,,,,
,,Hubei College of Chinese Medicine*en,,education,,湖北中医药高等专科学校*zh; Hubei College of Chinese Medicine*en,,,,,,,,,,,,Q112676879,Q112676879,Jingzhou,China,1805540,,,,,,
,,Wuhan Marine College*en,,education,,武汉航海职业技术学院*zh; Wuhan Marine College*en,,https://www.whhhxy.com/,,whhhxy.com,1955,,,,,,,Q112676880,Q112676880,Wuhan,China,1791247,,,,,,
,,Wuhan Railway Vocational College of Technology*en,,education,,武汉铁路职业技术学院*zh; Wuhan Railway Vocational College of Technology*en,,https://www.wru.edu.cn,,wru.edu.cn,1956,,,,,,,Q112676881,Q112676881,Wuhan,China,1791247,,,,,,
,,Wuhan Vocational College of Software and Engineering*en,,education,,武汉软件工程职业学院*zh; Wuhan Vocational College of Software and Engineering*en,,https://www.whvcse.edu.cn,,whvcse.edu.cn,2006,,,,,,,Q8039093,Q8039093,Wuhan,China,1791247,,,,,,
,,Hubei Three Gorges Technical University*en,,education,湖北三峡职业技术学院,湖北三峡职业技术大学*zh; Hubei Three Gorges Technical University*en,,https://www.tgc.edu.cn/,,tgc.edu.cn,2002,,,,,0000 0004 6361 0391,0000 0004 6361 0391,Q28410426,Q28410426,Yichang,China,1786764,,,,,,
,,Wuhan Electric Power Vocational and Technical College*en,,education,Wuhan Electric Power Technical College,武汉电力职业技术学院*zh; Wuhan Electric Power Vocational and Technical College*en,,https://www.whetc.com,,whetc.com,1953,,,,,,,Q11124713,Q11124713,Wuhan,China,1791247,,,,,,
,,Hubei Water Conservancy and Hydropower Polytechnic*en,,education,Hubei Water Conservancy and Hydropower Polytechnic,湖北水利水电职业技术学院*zh; Hubei Water Conservancy and Hydropower Polytechnic*en,,http://www.hbsy.cn,,hbsy.cn,1952,,,,,,,Q112676883,Q112676883,Wuhan,China,1791247,,,,,,
,,Wuhan Police Vocational College*en,,education,Wuhan Police Officers Vocational College; 湖北省警官学校,武汉警官职业学院*zh; Wuhan Police Vocational College*en,,https://www.whpa.edu.cn/,,whpa.edu.cn,1981,,,,,,,Q112676884,Q112676884,Wuhan,China,1791247,,,,,,
,,Hubei Vocational College of Bio-Technology*en,,education,,湖北生物科技职业学院*zh; Hubei Vocational College of Bio-Technology*en,,http://www.hbskzy.cn,,hbskzy.cn,2004,,,,,,,Q112676885,Q112676885,Wuhan,China,1791247,,,,,,
,,Hubei Open Vocational College*en,,education,,湖北开放职业学院*zh; Hubei Open Vocational College*en,,https://www.hbkfxy.com/,,hbkfxy.com,,,,,,,,Q112676886,Q112676886,Wuhan,China,1791247,,,,,,
,,Wuhan Vocational College of Science and Technology*en,,education,,武汉科技职业学院*zh; Wuhan Vocational College of Science and Technology*en,,,,,,,,,,,,Q112676887,Q112676887,Wuhan,China,1791247,,,,,,
,,Wuhan Vocational College of Foreign Languages and Foreign Affairs*en,,education,,武汉外语外事职业学院*zh; Wuhan Vocational College of Foreign Languages and Foreign Affairs*en,,https://wifa.edu.cn,,wifa.edu.cn,2002,,,,,,,Q112676888,Q112676888,Wuhan,China,1791247,,,,,,
,,Wuhan Vocational College Communications and Publishing*en,,education,,武汉信息传播职业技术学院*zh; Wuhan Vocational College Communications and Publishing*en,,https://www.whinfo.cn/,,whinfo.cn,2000,,,,,,,Q112676889,Q112676889,Wuhan,China,1791247,,,,,,
,,Wuchang Polytechnic College*en,,education,,武昌职业学院*zh; Wuchang Polytechnic College*en,,https://www.wczy.edu.cn/,,wczy.edu.cn,,,,,,,,Q112676891,Q112676891,Wuhan,China,1791247,,,,,,
,,Wuhan International Trade University*en,,education,,武汉商贸职业学院*zh; Wuhan International Trade University*en,,https://www.whicu.com/,,whicu.com,2002,,,,,,,Q112676892,Q112676892,武汉市,China,1791247,,,,,,
