html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,
https://github.com/ror-community/ror-updates/issues/24110,https://ror.org/03k3t2d52,,,,add==Tecnológico Superior de San Martín Texmelucan*es,,,,,add==itssmt.edu.mx,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/24161,https://ror.org/02drend50,,replace==withdrawn,,,,,,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/24162,https://ror.org/0128dte27,replace==Korea Workers' Compensation and Welfare Service*en,,,replace==근로복지공사*ko; Labor Welfare Corporation*en,replace==Korea Workers' Compensation and Welfare Service*en; 근로복지공단*ko,add==K-COMWEL*en,replace==https://www.comwel.or.kr,,add==comwel.or.kr,,,,,,add==0000 0004 6004 1525,replace==0000 0004 6004 1525,add==Q12586333,replace==Q12586333,,,,
https://github.com/ror-community/ror-updates/issues/24163,https://ror.org/05fdjta65,,replace==withdrawn,,,,,,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/24164,https://ror.org/04z7bbz18,,replace==withdrawn,,,,,,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/23082,https://ror.org/036rp1748,,,,replace==Universidade de Sao Paulo*pt; University of Sao Paulo*en,,,,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/24165,https://ror.org/030cszc07,,replace==inactive,,,,,,,,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/23105,https://ror.org/02faxbd19,,,,,,,,,,,,,,,,,,,,,replace==5016553,
https://github.com/ror-community/ror-updates/issues/23407,https://ror.org/003f4pg83,replace==Hochschule Campus Wien*de,,,replace==FH Campus Wien*de; FH Campus Wien - University of Applied Sciences*en; Hochschule Campus Wien - University of Applied Sciences*en,replace==Hochschule Campus Wien*de,,replace==https://www.hcw.ac.at,,add==hcw.ac.at,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/23117,https://ror.org/02yrs2n53,,,,add==Constructor University Bremen*en,,add==CU*en; CUB*en,,,add==constructor.university,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/23127,https://ror.org/05apf4k11,,,,,add==မြန်မာနိုင်ငံ အသည်းဖောင်ဒေးရှင်း*my,,replace==https://www.myanmarliverfoundation.org,,add==myanmarliverfoundation.org,,,,,,,,add==Q50037478,replace==Q50037478,,,,
https://github.com/ror-community/ror-updates/issues/23133,https://ror.org/05mjgqe69,,,,,,,replace==https://www.tytlabs.co.jp,,add==tytlabs.co.jp,,,,,,,,,,,,,
https://github.com/ror-community/ror-updates/issues/24178,https://ror.org/00km4z122,,,,add==Royal Commission for Jubail & Yanbu*en,,,replace==https://www.rcjy.gov.sa,,add==rcjy.gov.sa,,,,,,,,,,,,,
