html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,parent_relationships,related_relationships,successor_relationships
,https://ror.org/012wvs044,ASIC - Associação de Saúde Infantil de Coimbra*pt,active,other,,ASIC - Associação de Saúde Infantil de Coimbra*pt,,ASIC*pt,https://www.asic.pt,,asic.pt,,,,,,0000 0005 0718 775X,0000 0005 0718 775X,,,Coimbra,Portugal,2740637,,,
,https://ror.org/01zf4xe83,Associação Para o Desenvolvimento da Engenharia Química*pt,active,other,,Associação Para o Desenvolvimento da Engenharia Química*pt,,,https://prodeq.eu,,prodeq.eu,,,,,,0000 0005 1123 4299,0000 0005 1123 4299,,,Coimbra,Portugal,2740637,,,
,https://ror.org/00jt9rc96,Associação Rede de Competência em Polímeros*pt,active,other,,Associação Rede de Competência em Polímeros*pt,,ARCP*pt,https://www.arcp.pt,,arcp.pt,,,,,,0000 0004 6364 7477,0000 0004 6364 7477,,,Porto,Portugal,2735943,,,
,https://ror.org/00d28yw77,ATEVA Associação Técnica dos Viticultores do Alentejo*pt,active,other,,ATEVA Associação Técnica dos Viticultores do Alentejo*pt,,,https://www.ateva.pt,,ateva.pt,,,,,,0000 0005 1091 4225,0000 0005 1091 4225,,,Évora,Portugal,2268406,,,
,https://ror.org/03a73ny50,Atlantic International Research Centre*en,active,other,,Atlantic International Research Centre*en,,,https://www.aircentre.org,,aircentre.org,,,,,,0000 0005 0629 2232,0000 0005 0629 2232,,,Angra do Heroismo,Portugal,3373348,,,
,https://ror.org/0307jk798,Ballet Teatro Contemporâneo do Porto*pt,active,other,,Ballet Teatro Contemporâneo do Porto*pt,,,https://balleteatro.pt,,balleteatro.pt,,,,,,0000 0005 1081 1568,0000 0005 1081 1568,,,Porto,Portugal,2735943,,,
,https://ror.org/00mdj5148,Beira Serra Associação de Desenvolvimento*pt,active,other,,Beira Serra Associação de Desenvolvimento*pt,,,https://www.beiraserra.pt,,beiraserra.pt,,,,,,0000 0004 6782 3538,0000 0004 6782 3538,,,Covilhã,Portugal,2740313,,,
,https://ror.org/03z5bhc64,Biobanco.pt*pt,active,other,,Biobanco.pt*pt,,,https://biobanco.pt,,biobanco.pt,,,,,,0000 0005 0633 3073,0000 0005 0633 3073,,,Lisboa,Portugal,2267057,,,
,https://ror.org/01j7nv178,BUILT CoLAB*en,active,other,,BUILT CoLAB*en,,,https://builtcolab.pt,,builtcolab.pt,,,,,,0000 0004 9337 166X,0000 0004 9337 166X,,,Porto,Portugal,2735943,,,
,https://ror.org/00mtfsb62,c5Lab*pt,active,other,,c5Lab*pt,,,https://c5lab.pt,,c5lab.pt,,,,,,0000 0004 9337 7260,0000 0004 9337 7260,,,Linda-a-Velha,Portugal,2267067,,,
,https://ror.org/01ts2hw13,Caritas Diocesana de Coimbra*pt,active,other,,Caritas Diocesana de Coimbra*pt,,,https://caritascoimbra.pt,,caritascoimbra.pt,,,,,,0000 0004 7699 5753,0000 0004 7699 5753,,,Coimbra,Portugal,2740637,,,
,https://ror.org/02gjq6d42,Casa da América Latina*pt,active,other,,Casa da América Latina*pt,,,https://casamericalatina.pt,,casamericalatina.pt,,,,,,0000 0004 4659 8191,0000 0004 4659 8191,,,Lisboa,Portugal,2267057,,,
,https://ror.org/04ehvzt53,Casa das Artes*pt,active,other,,Casa das Artes*pt,,,https://casadasartes.gov.pt,,casadasartes.gov.pt,,,,,,0000 0005 0832 7726,0000 0005 0832 7726,,,Porto,Portugal,2735943,,,
,https://ror.org/02z15rc45,Casa do Douro Federação Renovação do Douro*pt,active,other,,Casa do Douro Federação Renovação do Douro*pt,,FRD*pt,https://casadodouro.pt,,casadodouro.pt,,,,,,0000 0005 1122 7662,0000 0005 1122 7662,,,Peso da Régua,Portugal,2736316,,,
,https://ror.org/048p7wk03,Casa do Professor*pt,active,other,,Casa do Professor*pt,,,https://casadoprofessor.pt,,casadoprofessor.pt,,,,,,0000 0005 1081 1592,0000 0005 1081 1592,,,Braga,Portugal,2742032,,,
,https://ror.org/01tw4ag74,Casa Fernando Pessoa*pt,active,other,,Casa Fernando Pessoa*pt,,,https://casafernandopessoa.pt,https://en.wikipedia.org/wiki/Casa%20Fernando%20Pessoa,casafernandopessoa.pt,,,,,,0000 0004 8032 8662,0000 0004 8032 8662,,,Lisboa,Portugal,2267057,,,
,https://ror.org/046swdx52,CECOLAB*pt,active,other,,CECOLAB*pt,,,https://www.cecolab.pt,,cecolab.pt,,,,,,0000 0004 9337 7287,0000 0004 9337 7287,,,Oliveira do Hospital,Portugal,2737038,,,
,https://ror.org/00b3bdc03,CETERA*pt,active,other,,CETERA*pt,,,https://aidfm-cetera.com,,aidfm-cetera.com,,,,,,0000 0004 7479 2506,0000 0004 7479 2506,,,Lisboa,Portugal,2267057,,,
,https://ror.org/05wf13d42,CoLAB BIOREF*pt,active,other,,CoLAB BIOREF*pt,,,https://www.bioref-colab.pt,,bioref-colab.pt,,,,,,0000 0005 1089 1553,0000 0005 1089 1553,,,Sao Mamede de Infesta,Portugal,2734434,,,
,https://ror.org/02a96qd10,CoLAB ForestWISE*en,active,other,,CoLAB ForestWISE*en,,,https://www.forestwise.pt,,forestwise.pt,,,,,,0000 0005 1089 1510,0000 0005 1089 1510,,,Vila Real,Portugal,2732438,,,
,https://ror.org/05h3g8k59,CoLAB VORTEX*pt,active,other,,CoLAB VORTEX*pt,,,https://www.vortex-colab.com,,vortex-colab.com,,,,,,0000 0004 9338 126X,0000 0004 9338 126X,,,Vila Nova de Gaia,Portugal,2732544,,,
,https://ror.org/05weqsy81,CoLab4Food*en,active,other,,CoLab4Food*en,,,https://colab4food.com,,colab4food.com,,,,,,0000 0005 1089 157X,0000 0005 1089 157X,,,Vairao,Portugal,8012927,,,
,https://ror.org/01dnwt956,CoLABOR*pt,active,other,,CoLABOR*pt,,,https://www.colabor.pt,,colabor.pt,,,,,,0000 0005 1089 1537,0000 0005 1089 1537,,,Lisboa,Portugal,2267057,,,
,https://ror.org/00acb7a22,Companhia de Dança Contemporânea de Évora*pt,active,other,,Companhia de Dança Contemporânea de Évora*pt,,CDCE*pt,https://www.cdce.pt,,cdce.pt,,,,,,0000 0005 1081 2077,0000 0005 1081 2077,,,Évora,Portugal,2268406,,,
,https://ror.org/01j92g734,Companhia de Música Teatral*pt,active,other,,Companhia de Música Teatral*pt,,CMT*pt,https://musicateatral.com,,musicateatral.com,,,,,,0000 0005 1093 8665,0000 0005 1093 8665,,,Lisboa,Portugal,2267057,,,
,https://ror.org/04rdz6f84,Confederação do Comércio e Serviços de Portugal*pt,active,other,,Confederação do Comércio e Serviços de Portugal*pt,,CCP*pt,https://ccp.pt,,ccp.pt,,,,,,0000 0004 0419 1609,0000 0004 0419 1609,,,Lisboa,Portugal,2267057,,,
,https://ror.org/0328c6f81,Conferência Episcopal Portuguesa*pt,active,other,,Conferência Episcopal Portuguesa*pt,,,https://www.conferenciaepiscopal.pt,,conferenciaepiscopal.pt,,,,,,0000 0004 7699 5729,0000 0004 7699 5729,,,Lisboa,Portugal,2267057,,,
,https://ror.org/02bgk0802,Congento Consortium for Genetically Tractable Organisms*pt,active,other,,Congento Consortium for Genetically Tractable Organisms*pt,,,https://congento.org,,congento.org,,,,,,0000 0005 0634 4549,0000 0005 0634 4549,,,Lisboa,Portugal,2267057,,,
,https://ror.org/01ere8z56,Conselho Coordenador dos Institutos Superiores Politécnicos*pt,active,other,,Conselho Coordenador dos Institutos Superiores Politécnicos*pt,,CCISP*pt,https://ccisp.pt,,ccisp.pt,,,,,,0000 0000 9919 4749,0000 0000 9919 4749,,,Lisboa,Portugal,2267057,,,
,https://ror.org/0039e5h59,Cooperativa de Formação e Animação Cultural CRL*pt,active,other,,Cooperativa de Formação e Animação Cultural CRL*pt,,,https://www.cofac.pt,,cofac.pt,,,,,,0000 0005 1432 2489,0000 0005 1432 2489,,,Lisboa,Portugal,2267057,,,
,https://ror.org/0278jd714,Cooperativa para a Educação e Reabilitação de Cidadãos Inadaptados de Vila Nova de Gaia*pt,active,other,,Cooperativa para a Educação e Reabilitação de Cidadãos Inadaptados de Vila Nova de Gaia*pt,,CERCIGAIA*pt,https://cercigaia.org.pt,,cercigaia.org.pt,,,,,,0000 0004 7641 2351,0000 0004 7641 2351,,,Vila Nova de Gaia,Portugal,2732544,,,
,https://ror.org/01vzd2352,Crescer na Maior Associação de Intervenção Comunitária*pt,active,other,,Crescer na Maior Associação de Intervenção Comunitária*pt,,,https://crescer.org,,crescer.org,,,,,,0000 0004 6782 3597,0000 0004 6782 3597,,,Lisboa,Portugal,2267057,,,
,https://ror.org/02bt8f617,Culturgest Fundação Caixa Geral de Depósitos*pt,active,other,,Culturgest Fundação Caixa Geral de Depósitos*pt,,,https://www.culturgest.pt,,culturgest.pt,,,,,,0000 0005 0630 8812,0000 0005 0630 8812,,,Lisboa,Portugal,2267057,,,
,https://ror.org/00ps2qb39,Data CoLAB*pt,active,other,,Data CoLAB*pt,,,https://datacolab.pt,,datacolab.pt,,,,,,0000 0005 0838 4704,0000 0005 0838 4704,,,Viana do Castelo,Portugal,2732772,,,
,https://ror.org/04agm8872,DECO Associação Portuguesa para a Defesa do Consumidor*pt,active,other,,DECO Associação Portuguesa para a Defesa do Consumidor*pt,,,https://www.deco.proteste.pt,,deco.proteste.pt,,,,,,0000 0004 6782 3634,0000 0004 6782 3634,,,Lisboa,Portugal,2267057,,,
,https://ror.org/016n0mr11,Diocese de Coimbra*pt,active,other,,Diocese de Coimbra*pt,,,https://www.diocesedecoimbra.pt,,diocesedecoimbra.pt,,,,,,0000 0004 7699 5745,0000 0004 7699 5745,,,Coimbra,Portugal,2740637,,,
,https://ror.org/04aykk734,DTX Digital Transformation CoLAB*en,active,other,,DTX Digital Transformation CoLAB*en,,,https://www.dtx-colab.pt,,dtx-colab.pt,,,,,,0000 0005 1089 1502,0000 0005 1089 1502,,,Guimaraes,Portugal,2738752,,,
,https://ror.org/02kf3wg72,Eborae Mvsica*pt,active,other,,Eborae Mvsica*pt,,,https://eborae-musica.org,,eborae-musica.org,,,,,,0000 0004 5948 8805,0000 0004 5948 8805,,,Évora,Portugal,2268406,,,
,https://ror.org/056274550,Enercoutim Associação Empresarial de Energia Solar de Alcoutim*pt,active,other,,Enercoutim Associação Empresarial de Energia Solar de Alcoutim*pt,,,https://www.enercoutim.eu,,enercoutim.eu,,,,,,0000 0004 6782 3642,0000 0004 6782 3642,,,Alcoutim,Portugal,2272130,,,
,https://ror.org/01agh2v89,Engage-SKA Portugal*pt,active,other,,Engage-SKA Portugal*pt,,,http://engageska-portugal.pt,,engageska-portugal.pt,,,,,,0000 0005 0634 6413,0000 0005 0634 6413,,,Aveiro,Portugal,2742611,,,
,https://ror.org/048kx0z93,European Marine Biological Resource Centre Portugal*en,active,other,,European Marine Biological Resource Centre Portugal*en,,,https://www.embrc.pt,,embrc.pt,,,,,,0000 0005 0632 2446,0000 0005 0632 2446,,,Faro,Portugal,2268337,,,
,https://ror.org/05y9nn961,EVICR Network*en,active,other,,EVICR Network*en,,,https://www.evicr.net,,evicr.net,,,,,,0000 0005 1105 5274,0000 0005 1105 5274,,,Coimbra,Portugal,2740637,,,
,https://ror.org/00s6fdn14,Fábrica Centro Ciência Viva de Aveiro*pt,active,other,,Fábrica Centro Ciência Viva de Aveiro*pt,,,https://www.ua.pt/pt/fabrica,,,,,,,,0000 0005 0632 2788,0000 0005 0632 2788,,,Aveiro,Portugal,2742611,https://ror.org/00nt41z93,,
,https://ror.org/01tavxj45,Federação das Indústrias Portuguesas Agro-Alimentares*pt,active,other,,Federação das Indústrias Portuguesas Agro-Alimentares*pt,,FIPA*pt,https://www.fipa.pt,,fipa.pt,,,,,,0000 0001 0529 1343,0000 0001 0529 1343,,,Lisboa,Portugal,2267057,,,
,https://ror.org/03zkz3r52,Federação Portuguesa de Espeleologia*pt,active,other,,Federação Portuguesa de Espeleologia*pt,,FPE*pt,https://www.fpe-espeleo.org,,fpe-espeleo.org,,,,,,0000 0004 9339 9873,0000 0004 9339 9873,,,Lisboa,Portugal,2267057,,,
,https://ror.org/015790680,Federation of Orthopaedic Trainees in Europe*en,active,other,,Federation of Orthopaedic Trainees in Europe*en,,FORTE*en,https://www.forteortho.org,,forteortho.org,,,,,,0000 0004 0488 5862,0000 0004 0488 5862,,,Leiria,Portugal,2267095,,,
,https://ror.org/0220vsn27,FeedInov*pt,active,other,,FeedInov*pt,,,https://feedinov.com,,feedinov.com,,,,,,0000 0005 1251 1868,0000 0005 1251 1868,,,Santarem,Portugal,2263478,,,
,https://ror.org/025324638,Food4Sustainability CoLAB*en,active,other,,Food4Sustainability CoLAB*en,,,https://www.food4sustainability.org,,food4sustainability.org,,,,,,0000 0005 1246 6147,0000 0005 1246 6147,,,Idanha a Nova,Portugal,2267427,,,
,https://ror.org/0543jzn83,Fórum Oceano Associação da Economia do Mar*pt,active,other,,Fórum Oceano Associação da Economia do Mar*pt,,,https://forumoceano.pt,,forumoceano.pt,,,,,,0000 0004 6785 5660,0000 0004 6785 5660,,,Matosinhos,Portugal,8010584,,,
,https://ror.org/02xz7b430,Fraterna Centro Comunitário de Solidariedade e Integração Social*pt,active,other,,Fraterna Centro Comunitário de Solidariedade e Integração Social*pt,,,https://fraterna.org,,fraterna.org,,,,,,0000 0004 6785 5679,0000 0004 6785 5679,,,Guimarães,Portugal,2738752,,,
,https://ror.org/056a73h57,Fraunhofer Center for Smart Agriculture and Water Management – AWAM*en,active,other,Fraunhofer Center for Smart Agriculture and Water Management*en,Fraunhofer Center for Smart Agriculture and Water Management – AWAM*en,,,https://www.awam.fraunhofer.pt,,awam.fraunhofer.pt,,,,,,0000 0005 0631 0832,0000 0005 0631 0832,,,Évora,Portugal,2268406,,,
,https://ror.org/04cxyxy43,Fulbright Portugal*en,active,other,,Fulbright Portugal*en,,,https://www.fulbright.pt,,fulbright.pt,,,,,,0000 0004 8309 7978,0000 0004 8309 7978,,,Lisboa,Portugal,2267057,,,
,https://ror.org/03hhrgn91,Fundação Amélia de Mello*pt,active,other,,Fundação Amélia de Mello*pt,,,https://fundacaoameliademello.org.pt,,fundacaoameliademello.org.pt,,,,,,0000 0005 0272 0834,0000 0005 0272 0834,,,Lisboa,Portugal,2267057,,,
,https://ror.org/04xf77m96,Fundação António Quadros Cultura e Pensamento*pt,active,other,,Fundação António Quadros Cultura e Pensamento*pt,,,https://www.fundacaoantonioquadros.pt,,fundacaoantonioquadros.pt,,,,,,0000 0005 0832 7785,0000 0005 0832 7785,,,Rio Maior,Portugal,2263823,,,
,https://ror.org/0033wqw71,Fundação Árpád Szenes Vieira da Silva*pt,active,other,,Fundação Árpád Szenes Vieira da Silva*pt,,,https://fasvs.pt,,fasvs.pt,,,,,,0000 0001 1086 6834,0000 0001 1086 6834,,,Lisboa,Portugal,2267057,,,
,https://ror.org/0263sxq51,Fundação AstraZeneca*pt,active,other,,Fundação AstraZeneca*pt,,,https://www.astrazeneca.pt/fundacao-astrazeneca1/quem_somos.html,,astrazeneca.pt,,,,,,0000 0005 0631 0883,0000 0005 0631 0883,,,Barcarena,Portugal,2271140,https://ror.org/05mt63e64,,
,https://ror.org/03ksm1d77,Fundação Átrio da Música*pt,active,other,,Fundação Átrio da Música*pt,,,http://www.fam.pt,,fam.pt,,,,,,0000 0004 0445 5408,0000 0004 0445 5408,,,Viana do Castelo,Portugal,2732772,,,
,https://ror.org/00xvhrm87,Ispa CRL*pt,active,other,,Ispa CRL*pt,,,,,,,,,,,0000 0005 1081 2333,0000 0005 1081 2333,,,Lisboa,Portugal,2267057,,,
,https://ror.org/00kxr5737,Jardim Botânico da Madeira Engenheiro Rui Vieira*pt,active,other,,Jardim Botânico da Madeira Engenheiro Rui Vieira*pt,,,https://ifcn.madeira.gov.pt/pt/quintas-e-jardins/jardin-botanico-da-madeira-eng-rui-vieira,,,,,,,,0000 0004 6418 3387,0000 0004 6418 3387,Q894636,Q894636,Funchal,Portugal,2267827,https://ror.org/000865z52,,
,https://ror.org/019yty581,Knowledge to Innovate Professions in Tourism*en,active,other,,Knowledge to Innovate Professions in Tourism*en,,,https://kipt.pt,,kipt.pt,,,,,,0000 0005 0840 3450,0000 0005 0840 3450,,,Loulé,Portugal,2266988,,,
,https://ror.org/01sf57728,Smartgridslab*en,active,other,Laboratório de Redes Elétricas Inteligentes e Veículos Elétricos*pt,Smartgridslab*en,,,https://sgevlab.inesctec.pt,,sgevlab.inesctec.pt,,,,,,0000 0005 1090 406X,0000 0005 1090 406X,,,Porto,Portugal,2735943,,,
,https://ror.org/02jtacs89,Infraestrutura de Investigação para a Biomassa e a Bioenergia*pt,active,other,,Infraestrutura de Investigação para a Biomassa e a Bioenergia*pt,,LNEG BBRI*pt,https://www.lneg.pt/infrastructure/bbri-biomass-and-bioenergy-research-infrastructure/,,,,,,,,0000 0005 1090 3497,0000 0005 1090 3497,,,Amadora,Portugal,2271772,https://ror.org/00w7v1v77,,
,https://ror.org/04fmw2x94,Infraestrutura Nacional de Investigação para Energia Solar de Concentração*pt,active,other,,Infraestrutura Nacional de Investigação para Energia Solar de Concentração*pt,,LNEG INIESC*pt,https://www.lneg.pt/infrastructure/iniesc-infraestrutura-nacional-de-investigacao-para-energia-solar-de-concentracao/,,,,,,,,0000 0005 1090 4211,0000 0005 1090 4211,,,Amadora,Portugal,2271772,https://ror.org/00w7v1v77,,
,https://ror.org/05ddx0m09,Research Infrastructure on Integration of Solar Energy Systems in Buildings*en,active,other,,Research Infrastructure on Integration of Solar Energy Systems in Buildings*en,,LNEG NZEB LAB*en,https://nzeblab.lneg.pt,,nzeblab.lneg.pt,,,,,,0000 0005 1090 4473,0000 0005 1090 4473,,,Amadora,Portugal,2271772,https://ror.org/00w7v1v77,,
,https://ror.org/00cxt9737,Laboratório Nacional de Investigação Veterinária*pt,active,other,,Laboratório Nacional de Investigação Veterinária*pt,,,,,,,,,,,0000 0001 2104 6532,0000 0001 2104 6532,Q130211672,Q130211672,Lisboa,Portugal,2267057,,,
,https://ror.org/04v2q5g49,Lisbon Institute of Global Mental Health*en,active,other,,Lisbon Institute of Global Mental Health*en,,LIGMH*en,https://www.lisboninstitutegmh.org,,lisboninstitutegmh.org,,,,,,0000 0005 0633 2548,0000 0005 0633 2548,,,Lisboa,Portugal,2267057,,,
,https://ror.org/03eyknf31,LISPOLIS Associação para o Pólo Tecnológico de Lisboa*pt,active,other,,LISPOLIS Associação para o Pólo Tecnológico de Lisboa*pt,,,https://www.lispolis.pt,,lispolis.pt,,,,,,0000 0004 6792 972X,0000 0004 6792 972X,,,Lisboa,Portugal,2267057,,,
,https://ror.org/00e0e5c69,Magellan Associação para a Representação dos Interesses Portugueses no Exterior*pt,active,other,,Magellan Associação para a Representação dos Interesses Portugueses no Exterior*pt,,,https://magellan-association.org,,magellan-association.org,,,,,,0000 0004 6785 5708,0000 0004 6785 5708,,,Porto,Portugal,2735943,,,
,https://ror.org/050mzen17,Manitoba Portugal,active,other,,Manitoba Portugal,,,https://www.manitoba.com.pt,,manitoba.com.pt,,,,,,0000 0004 5897 510X,0000 0004 5897 510X,,,Póvoa de Varzim,Portugal,2735787,,,
,https://ror.org/03sbb5035,MORE – Laboratório Colaborativo Montanhas de Investigação – Associação*pt,active,other,MORE CoLAB*pt,MORE – Laboratório Colaborativo Montanhas de Investigação – Associação*pt,,,https://morecolab.pt,,morecolab.pt,,,,,,0000 0004 9337 596X,0000 0004 9337 596X,,,Braganca,Portugal,2742026,,,
,https://ror.org/00mdktx17,Mosteiro dos Jerónimos*pt,active,other,,Mosteiro dos Jerónimos*pt,,,https://www.patrimoniocultural.gov.pt/publicacao/mosteiro-dos-jeronimos/,,,,,,,,0000 0004 0607 6786,0000 0004 0607 6786,Q272781,Q272781,Lisboa,Portugal,2267057,https://ror.org/02kmtwp90,,
,https://ror.org/01ejynq87,National Brain Imaging Network*en,active,other,,National Brain Imaging Network*en,,BIN*en,https://www.uc.pt/brainimaging/,,,,,,,,0000 0005 0633 4658,0000 0005 0633 4658,,,Coimbra,Portugal,2740637,https://ror.org/04z8k9a98,,
,https://ror.org/02dcnef98,NERSANT Associação Empresarial da Região de Santarém*pt,active,other,,NERSANT Associação Empresarial da Região de Santarém*pt,,,https://nersant.pt,,nersant.pt,,,,,,0000 0001 0461 4972,0000 0001 0461 4972,,,Torres Novas,Portugal,2262582,,,
,https://ror.org/039zhm155,NERSANT Associação Empresarial da Região de Santarém Startup Santarém*pt,active,other,,NERSANT Associação Empresarial da Região de Santarém Startup Santarém*pt,,,https://startup.nersant.pt/startup/santarem/,,,,,,,,0000 0004 6792 9981,0000 0004 6792 9981,,,Santarém,Portugal,2263478,,,
,https://ror.org/03exyhz83,NET4CO2*pt,active,other,,NET4CO2*pt,,,https://www.net4co2.pt,,net4co2.pt,,,,,,0000 0004 9337 7295,0000 0004 9337 7295,,,Porto,Portugal,2735943,,,
,https://ror.org/019de9x44,Network of Extreme Conditions Laboratories*en,active,other,,Network of Extreme Conditions Laboratories*en,,,https://www.necl.pt,,necl.pt,,,,,,0000 0005 0633 8958,0000 0005 0633 8958,,,Braga,Portugal,2742032,,,
,https://ror.org/013wpy744,Network of Micro- and Nano-Fabrication Research Facilities in Portugal*en,active,other,,Network of Micro- and Nano-Fabrication Research Facilities in Portugal*en,,,https://micronanofabs.inl.int,,micronanofabs.inl.int,,,,,,0000 0005 0633 8966,0000 0005 0633 8966,,,Braga,Portugal,2742032,,,
,https://ror.org/038vftk36,Nonagon - Parque de Ciência e Tecnologia de São Miguel*pt,active,other,,Nonagon - Parque de Ciência e Tecnologia de São Miguel*pt,,,https://nonagon.pt,,nonagon.pt,,,,,,0000 0005 1123 4379,0000 0005 1123 4379,,,Lagoa,Portugal,3372965,,,
,https://ror.org/05se46277,Novotecna Associação para o Desenvolvimento Tecnológico*pt,active,other,,Novotecna Associação para o Desenvolvimento Tecnológico*pt,,,https://www.novotecna.pt,,novotecna.pt,,,,,,0000 0004 6792 999X,0000 0004 6792 999X,,,Coimbra,Portugal,2740637,,,
,https://ror.org/05av4ht18,Núcleo Empresarial da Região de Évora*pt,active,other,,Núcleo Empresarial da Região de Évora*pt,,NERE*pt,https://nere.pt,,nere.pt,,,,,,0000 0004 6792 9949,0000 0004 6792 9949,,,E´vora,Portugal,2268406,,,
,https://ror.org/01qqh8f81,Observatório de Ciberjornalismo*pt,active,other,,Observatório de Ciberjornalismo*pt,,,https://obciber.com,,obciber.com,,,,,,0000 0005 0633 8974,0000 0005 0633 8974,,,Porto,Portugal,2735943,,,
,https://ror.org/033ncjh92,Observatório de Economia e Gestão de Fraude*pt,active,other,,Observatório de Economia e Gestão de Fraude*pt,,OBEGEF*pt,https://obegef.pt/wordpress/,,,,,,,,0000 0004 6418 4400,0000 0004 6418 4400,,,Porto,Portugal,2735943,,,
,https://ror.org/04e3ebx16,Observatório do Mar dos Açores*pt,active,other,,Observatório do Mar dos Açores*pt,,OMA*pt,https://www.oma.pt,,oma.pt,,,,,,0000 0004 6787 7309,0000 0004 6787 7309,,,Horta,Portugal,3372988,,,
,https://ror.org/051dasd51,Oliva Creative Factory*en,active,other,,Oliva Creative Factory*en,,,https://www.olivacreativefactory.com,,olivacreativefactory.com,,,,,,0000 0004 6793 0245,0000 0004 6793 0245,,,São João da Madeira,Portugal,2734484,,,
,https://ror.org/01xgnvv94,OPEN Associação para Oportunidades Específicas de Negócio*pt,active,other,,OPEN Associação para Oportunidades Específicas de Negócio*pt,,,https://open.pt,,open.pt,,,,,,0000 0004 6793 0042,0000 0004 6793 0042,,,Marinha Grande,Portugal,2266703,,,
,https://ror.org/03fgbzh72,Ordem dos Advogados*pt,active,other,,Ordem dos Advogados*pt,,OA*pt,https://portal.oa.pt,,portal.oa.pt,,,,,,0000 0004 8033 2151,0000 0004 8033 2151,Q7232614,Q7232614,Lisboa,Portugal,2267057,,,
,https://ror.org/057abda04,Ordem dos Enfermeiros*pt,active,other,,Ordem dos Enfermeiros*pt,,OE*pt,https://www.ordemenfermeiros.pt,,ordemenfermeiros.pt,,,,,,0000 0001 2294 1539,0000 0001 2294 1539,Q106255419,Q106255419,Lisboa,Portugal,2267057,,,
,https://ror.org/010g6wv40,Ordem dos Médicos Dentistas*pt,active,other,,Ordem dos Médicos Dentistas*pt,,OMD*pt,https://www.omd.pt,,omd.pt,,,,,,0000 0004 8033 2012,0000 0004 8033 2012,,,Porto,Portugal,2735943,,,
,https://ror.org/008jpeg44,Ordem dos Médicos Secção Regional do Sul*pt,active,other,,Ordem dos Médicos Secção Regional do Sul*pt,,,https://www.omsul.pt,,omsul.pt,,,,,,0000 0004 0474 2175,0000 0004 0474 2175,,,Lisboa,Portugal,2267057,,,
,https://ror.org/05ern7v24,Ordem dos Médicos Veterinários*pt,active,other,,Ordem dos Médicos Veterinários*pt,,OMV*pt,https://www.omv.pt,,omv.pt,,,,,,0000 0004 0486 739X,0000 0004 0486 739X,,,Lisboa,Portugal,2267057,,,
,https://ror.org/04gnwaz35,Paróquia de Nossa Senhora do Cabo de Linda-a-Velha*pt,active,other,,Paróquia de Nossa Senhora do Cabo de Linda-a-Velha*pt,,,https://paroquia-lindaavelha.com,,paroquia-lindaavelha.com,,,,,,0000 0005 1091 4305,0000 0005 1091 4305,,,Linda-a-Velha,Portugal,2267067,,,
,https://ror.org/04w5vxn39,Parque Tecnológico de Óbidos*pt,active,other,,Parque Tecnológico de Óbidos*pt,,,https://www.obidosparque.com,,obidosparque.com,,,,,,0000 0004 6793 0034,0000 0004 6793 0034,,,Óbidos,Portugal,2265485,,,
,https://ror.org/05xtthp47,Parques de Sintra Monte da Lua SA*pt,active,other,,Parques de Sintra Monte da Lua SA*pt,,PSML*pt,https://www.parquesdesintra.pt,,parquesdesintra.pt,,,,,,0000 0004 6016 7259,0000 0004 6016 7259,,,Sintra,Portugal,2262912,,,
,https://ror.org/01ygjc434,Patriarcado de Lisboa*pt,active,other,,Patriarcado de Lisboa*pt,,,https://www.patriarcado-lisboa.pt,,patriarcado-lisboa.pt,,,,,,0000 0005 0997 0780,0000 0005 0997 0780,Q1110488,Q1110488,Lisboa,Portugal,2267057,,,
,https://ror.org/05ykkaq96,Pavilhão do Conhecimento-Centro Ciência Viva*pt,active,other,,Pavilhão do Conhecimento-Centro Ciência Viva*pt,,,https://www.pavconhecimento.pt,,pavconhecimento.pt,,,,,,0000 0005 0633 8982,0000 0005 0633 8982,,,Lisboa,Portugal,2267057,,,
,https://ror.org/04ga8mt87,Plataforma Tecnológica Portuguesa da Construção*pt,active,other,,Plataforma Tecnológica Portuguesa da Construção*pt,,PTPC*pt,https://www.ptpc.pt,,ptpc.pt,,,,,,0000 0004 9340 0678,0000 0004 9340 0678,Q131893798,Q131893798,Lisboa,Portugal,2267057,,,
,https://ror.org/05k0jdv03,Pólo de Inovação em Engenharia de Polímeros*pt,active,other,,Pólo de Inovação em Engenharia de Polímeros*pt,,PIEP*pt,https://www.piep.pt,,piep.pt,,,,,,0000 0004 6418 4443,0000 0004 6418 4443,,,Guimarães,Portugal,2738752,,,
,https://ror.org/03cy88j81,PORBIOTA*pt,active,other,,PORBIOTA*pt,,,https://www.porbiota.pt,,porbiota.pt,,,,,,0000 0005 0634 0978,0000 0005 0634 0978,,,Vairão,Portugal,8012927,,,
